Date:  17:19, ÐÇÆÚ¶þ, ¾ÅÔÂ 22, 2020
Model name:u_cylinder_shell
Study name:Thermal 3(-Default-)
Plot type: Thermal Thermal1
Time step: 1
Result Type: Temp 


Node  ,Value (Celsius)  ,X (m)  ,Y (m)  ,Z (m)
112  ,167.821     ,11.94999981  ,-3.37749910  ,12.55466270
113  ,166.330     ,11.94999981  ,-3.37749910  ,11.81615257
114  ,164.833     ,11.94999981  ,-3.37749910  ,11.07764339
115  ,163.340     ,11.94999981  ,-3.37749910  ,10.33913422
116  ,161.865     ,11.94999981  ,-3.37749910  ,9.60062408
117  ,160.417     ,11.94999981  ,-3.37749910  ,8.86211491
118  ,159.008     ,11.94999981  ,-3.37749910  ,8.12360477
119  ,157.655     ,11.94999981  ,-3.37749910  ,7.38509560
120  ,156.370     ,11.94999981  ,-3.37749910  ,6.64658594
121  ,155.168     ,11.94999981  ,-3.37749910  ,5.90807629
122  ,154.066     ,11.94999981  ,-3.37749910  ,5.16956711
123  ,153.077     ,11.94999981  ,-3.37749910  ,4.43105745
124  ,152.220     ,11.94999981  ,-3.37749910  ,3.69254780
125  ,151.500     ,11.94999981  ,-3.37749910  ,2.95403814
126  ,150.932     ,11.94999981  ,-3.37749910  ,2.21552873
127  ,150.522     ,11.94999981  ,-3.37749910  ,1.47701907
128  ,150.275     ,11.94999981  ,-3.37749910  ,0.73850954
129  ,150.193     ,11.94999981  ,-3.37749910  ,0.00000000
130  ,149.216     ,11.27556515  ,-3.68550324  ,0.00000000
131  ,148.059     ,10.55502796  ,-3.86030364  ,0.00000000
132  ,146.710     ,9.81443024  ,-3.89558268  ,0.00000000
133  ,145.162     ,9.08053970  ,-3.79006505  ,0.00000000
134  ,143.410     ,8.37988186  ,-3.54756474  ,0.00000000
135  ,141.469     ,7.73777819  ,-3.17684627  ,0.00000000
136  ,139.382     ,7.17743731  ,-2.69130826  ,0.00000000
137  ,137.233     ,6.71911144  ,-2.10849929  ,0.00000000
138  ,135.232     ,6.37936497  ,-1.44948363  ,0.00000000
139  ,133.856     ,6.17047787  ,-0.73807985  ,0.00000000
140  ,133.297     ,6.09999990  ,0.00000000  ,0.00000000
141  ,132.770     ,6.09999990  ,0.00000000  ,0.69999999
142  ,131.024     ,6.09999990  ,0.00000000  ,1.39999998
143  ,127.891     ,6.09999990  ,0.00000000  ,2.09999990
144  ,128.530     ,6.14318466  ,-0.57877183  ,2.31078076
145  ,130.066     ,6.20202494  ,-0.88621920  ,2.84310675
146  ,130.793     ,6.17867804  ,-0.77942288  ,3.45000005
147  ,131.415     ,6.12618399  ,-0.45116630  ,3.77874827
148  ,131.296     ,6.09999990  ,0.00000000  ,3.90000010
149  ,137.232     ,6.09999990  ,0.00000000  ,4.66379786
150  ,142.255     ,6.09999990  ,0.00000000  ,5.42759609
151  ,146.126     ,6.09999990  ,0.00000000  ,6.19139385
152  ,149.386     ,6.09999990  ,0.00000000  ,6.95519209
153  ,152.265     ,6.09999990  ,0.00000000  ,7.71898985
154  ,154.873     ,6.09999990  ,0.00000000  ,8.48278809
155  ,157.288     ,6.09999990  ,0.00000000  ,9.24658585
156  ,159.550     ,6.09999990  ,0.00000000  ,10.01038361
157  ,161.691     ,6.09999990  ,0.00000000  ,10.77418232
158  ,163.728     ,6.09999990  ,0.00000000  ,11.53798008
159  ,165.673     ,6.09999990  ,0.00000000  ,12.30177784
160  ,167.534     ,6.09999990  ,0.00000000  ,13.06557560
161  ,169.310     ,6.09999990  ,0.00000000  ,13.82937431
162  ,171.001     ,6.09999990  ,0.00000000  ,14.59317207
163  ,172.602     ,6.09999990  ,0.00000000  ,15.35696983
164  ,174.104     ,6.09999990  ,0.00000000  ,16.12076759
165  ,175.500     ,6.09999990  ,0.00000000  ,16.88456535
166  ,176.780     ,6.09999990  ,0.00000000  ,17.64836311
167  ,177.938     ,6.09999990  ,0.00000000  ,18.41216278
168  ,178.966     ,6.09999990  ,0.00000000  ,19.17596054
169  ,136.536     ,6.26995564  ,-1.13875771  ,4.15770340
170  ,141.125     ,6.46162605  ,-1.64009404  ,4.70103359
171  ,144.638     ,6.72031260  ,-2.11036706  ,5.24436283
172  ,141.804     ,6.28698158  ,-1.19310284  ,5.10418987
173  ,145.458     ,6.42073250  ,-1.54882038  ,5.76691055
174  ,141.956     ,6.14947271  ,-0.61922467  ,5.31528664
175  ,145.788     ,6.18583345  ,-0.81371695  ,6.05324364
176  ,162.176     ,11.27556419  ,-3.68550348  ,9.96987915
177  ,161.738     ,10.55502701  ,-3.86030388  ,9.96987915
178  ,161.298     ,9.81442928  ,-3.89558244  ,9.96987915
179  ,160.867     ,9.08053970  ,-3.79006505  ,9.96987915
180  ,160.458     ,8.37988091  ,-3.54756451  ,9.96987915
181  ,160.088     ,7.73777723  ,-3.17684579  ,9.96987915
182  ,159.774     ,7.17743635  ,-2.69130731  ,9.96987915
183  ,159.536     ,6.71911049  ,-2.10849786  ,9.96987915
184  ,159.390     ,6.37936497  ,-1.44948363  ,9.96987915
185  ,159.353     ,6.17047787  ,-0.73807955  ,9.96987915
186  ,160.680     ,11.27556419  ,-3.68550348  ,9.23136902
187  ,160.197     ,10.55502701  ,-3.86030388  ,9.23136902
188  ,159.698     ,9.81442928  ,-3.89558244  ,9.23136902
189  ,159.197     ,9.08053970  ,-3.79006505  ,9.23136902
190  ,158.707     ,8.37988091  ,-3.54756451  ,9.23136902
191  ,158.249     ,7.73777723  ,-3.17684579  ,9.23136902
192  ,157.843     ,7.17743635  ,-2.69130731  ,9.23136902
193  ,157.516     ,6.71911049  ,-2.10849786  ,9.23136902
194  ,157.292     ,6.37936497  ,-1.44948363  ,9.23136902
195  ,157.195     ,6.17047787  ,-0.73807955  ,9.23136902
196  ,159.209     ,11.27556419  ,-3.68550348  ,8.49285984
197  ,158.672     ,10.55502701  ,-3.86030388  ,8.49285984
198  ,158.103     ,9.81442928  ,-3.89558244  ,8.49285984
199  ,157.515     ,9.08053970  ,-3.79006505  ,8.49285984
200  ,156.927     ,8.37988091  ,-3.54756451  ,8.49285984
201  ,156.359     ,7.73777723  ,-3.17684579  ,8.49285984
202  ,155.836     ,7.17743635  ,-2.69130731  ,8.49285984
203  ,155.395     ,6.71911049  ,-2.10849786  ,8.49285984
204  ,155.070     ,6.37936497  ,-1.44948363  ,8.49285984
205  ,154.899     ,6.17047787  ,-0.73807955  ,8.49285984
206  ,157.778     ,11.27556419  ,-3.68550348  ,7.75435066
207  ,157.175     ,10.55502701  ,-3.86030388  ,7.75435066
208  ,156.524     ,9.81442928  ,-3.89558244  ,7.75435066
209  ,155.837     ,9.08053970  ,-3.79006505  ,7.75435066
210  ,155.129     ,8.37988091  ,-3.54756451  ,7.75435066
211  ,154.423     ,7.73777723  ,-3.17684579  ,7.75435066
212  ,153.753     ,7.17743635  ,-2.69130731  ,7.75435066
213  ,153.162     ,6.71911049  ,-2.10849786  ,7.75435066
214  ,152.702     ,6.37936497  ,-1.44948363  ,7.75435066
215  ,152.428     ,6.17047787  ,-0.73807955  ,7.75435066
216  ,156.401     ,11.27556419  ,-3.68550348  ,7.01584053
217  ,155.726     ,10.55502701  ,-3.86030388  ,7.01584053
218  ,154.983     ,9.81442928  ,-3.89558244  ,7.01584053
219  ,154.177     ,9.08053970  ,-3.79006505  ,7.01584053
220  ,153.328     ,8.37988091  ,-3.54756451  ,7.01584053
221  ,152.454     ,7.73777723  ,-3.17684579  ,7.01584053
222  ,151.595     ,7.17743635  ,-2.69130731  ,7.01584053
223  ,150.800     ,6.71911049  ,-2.10849786  ,7.01584053
224  ,150.148     ,6.37936497  ,-1.44948363  ,7.01584053
225  ,149.727     ,6.17047787  ,-0.73807955  ,7.01584053
226  ,155.097     ,11.27556419  ,-3.68550348  ,6.27733135
227  ,154.343     ,10.55502701  ,-3.86030388  ,6.27733135
228  ,153.499     ,9.81442928  ,-3.89558244  ,6.27733135
229  ,152.565     ,9.08053970  ,-3.79006505  ,6.27733135
230  ,151.555     ,8.37988091  ,-3.54756451  ,6.27733135
231  ,150.484     ,7.73777723  ,-3.17684579  ,6.27733135
232  ,149.379     ,7.17743635  ,-2.69130731  ,6.27733135
233  ,148.306     ,6.71911049  ,-2.10849786  ,6.27733135
234  ,147.370     ,6.37936497  ,-1.44948363  ,6.27733135
235  ,153.881     ,11.27556419  ,-3.68550348  ,5.53882217
236  ,153.046     ,10.55502701  ,-3.86030388  ,5.53882217
237  ,152.096     ,9.81442928  ,-3.89558244  ,5.53882217
238  ,151.029     ,9.08053970  ,-3.79006505  ,5.53882217
239  ,149.845     ,8.37988091  ,-3.54756451  ,5.53882217
240  ,148.542     ,7.73777723  ,-3.17684579  ,5.53882217
241  ,147.143     ,7.17743635  ,-2.69130731  ,5.53882217
242  ,152.776     ,11.27556419  ,-3.68550348  ,4.80031204
243  ,151.863     ,10.55502701  ,-3.86030388  ,4.80031204
244  ,150.812     ,9.81442928  ,-3.89558244  ,4.80031204
245  ,149.609     ,9.08053970  ,-3.79006505  ,4.80031204
246  ,148.243     ,8.37988091  ,-3.54756451  ,4.80031204
247  ,146.705     ,7.73777723  ,-3.17684579  ,4.80031204
248  ,144.962     ,7.17743635  ,-2.69130731  ,4.80031204
249  ,139.177     ,6.17047787  ,-0.73807955  ,4.80031204
250  ,151.796     ,11.27556419  ,-3.68550348  ,4.06180286
251  ,150.811     ,10.55502701  ,-3.86030388  ,4.06180286
252  ,149.666     ,9.81442928  ,-3.89558244  ,4.06180286
253  ,148.345     ,9.08053970  ,-3.79006505  ,4.06180286
254  ,146.820     ,8.37988091  ,-3.54756451  ,4.06180286
255  ,145.058     ,7.73777723  ,-3.17684579  ,4.06180286
256  ,142.987     ,7.17743635  ,-2.69130731  ,4.06180286
257  ,140.507     ,6.71911049  ,-2.10849786  ,4.06180286
258  ,150.967     ,11.28170300  ,-3.68337321  ,3.32329369
259  ,149.932     ,10.56788635  ,-3.85843301  ,3.32329369
260  ,148.724     ,9.83390236  ,-3.89646149  ,3.32329369
261  ,147.326     ,9.10581684  ,-3.79610801  ,3.32329369
262  ,145.702     ,8.40948772  ,-3.56093669  ,3.32329369
263  ,143.804     ,7.76964569  ,-3.19929981  ,3.32329369
264  ,141.542     ,7.20901394  ,-2.72404027  ,3.32329369
265  ,138.748     ,6.74750328  ,-2.15203738  ,3.32329369
266  ,134.980     ,6.40150452  ,-1.50360525  ,3.32329369
267  ,150.275     ,11.27552032  ,-3.68551874  ,2.58478355
268  ,149.182     ,10.55493259  ,-3.86031723  ,2.58478355
269  ,147.904     ,9.81428814  ,-3.89557576  ,2.58478355
270  ,146.418     ,9.08035564  ,-3.79002047  ,2.58478355
271  ,144.696     ,8.37966633  ,-3.54746652  ,2.58478355
272  ,142.686     ,7.73754740  ,-3.17668176  ,2.58478355
273  ,140.287     ,7.17720795  ,-2.69106770  ,2.58478355
274  ,137.377     ,6.71890640  ,-2.10818028  ,2.58478355
275  ,133.512     ,6.37920666  ,-1.44908822  ,2.58478355
276  ,149.758     ,11.27556419  ,-3.68550348  ,1.84627342
277  ,148.631     ,10.55502701  ,-3.86030388  ,1.84627342
278  ,147.315     ,9.81442928  ,-3.89558244  ,1.84627342
279  ,145.791     ,9.08053970  ,-3.79006505  ,1.84627342
280  ,144.038     ,8.37988091  ,-3.54756451  ,1.84627342
281  ,142.024     ,7.73777723  ,-3.17684579  ,1.84627342
282  ,139.705     ,7.17743635  ,-2.69130731  ,1.84627342
283  ,137.033     ,6.71911049  ,-2.10849786  ,1.84627342
284  ,133.954     ,6.37936497  ,-1.44948363  ,1.84627342
285  ,130.706     ,6.17047787  ,-0.73807955  ,1.84627342
286  ,149.411     ,11.27556419  ,-3.68550348  ,1.10776520
287  ,148.264     ,10.55502701  ,-3.86030388  ,1.10776520
288  ,146.925     ,9.81442928  ,-3.89558244  ,1.10776520
289  ,145.385     ,9.08053970  ,-3.79006505  ,1.10776520
290  ,143.630     ,8.37988091  ,-3.54756451  ,1.10776520
291  ,141.650     ,7.73777723  ,-3.17684579  ,1.10776520
292  ,139.461     ,7.17743635  ,-2.69130731  ,1.10776520
293  ,137.096     ,6.71911049  ,-2.10849786  ,1.10776520
294  ,134.744     ,6.37936497  ,-1.44948363  ,1.10776520
295  ,132.777     ,6.17047787  ,-0.73807955  ,1.10776520
296  ,163.685     ,11.27556419  ,-3.68550348  ,10.70838833
297  ,163.283     ,10.55502701  ,-3.86030388  ,10.70838833
298  ,162.889     ,9.81442928  ,-3.89558244  ,10.70838833
299  ,162.516     ,9.08053970  ,-3.79006505  ,10.70838833
300  ,162.172     ,8.37988091  ,-3.54756451  ,10.70838833
301  ,161.873     ,7.73777723  ,-3.17684579  ,10.70838833
302  ,161.632     ,7.17743635  ,-2.69130731  ,10.70838833
303  ,161.465     ,6.71911049  ,-2.10849786  ,10.70838833
304  ,161.383     ,6.37936497  ,-1.44948363  ,10.70838833
305  ,161.396     ,6.17047787  ,-0.73807955  ,10.70838833
306  ,165.196     ,11.27556419  ,-3.68550348  ,11.44689846
307  ,164.820     ,10.55502701  ,-3.86030388  ,11.44689846
308  ,164.463     ,9.81442928  ,-3.89558244  ,11.44689846
309  ,164.132     ,9.08053970  ,-3.79006505  ,11.44689846
310  ,163.842     ,8.37988091  ,-3.54756451  ,11.44689846
311  ,163.601     ,7.73777723  ,-3.17684579  ,11.44689846
312  ,163.421     ,7.17743635  ,-2.69130731  ,11.44689846
313  ,163.310     ,6.71911049  ,-2.10849786  ,11.44689846
314  ,163.282     ,6.37936497  ,-1.44948363  ,11.44689846
315  ,163.341     ,6.17047787  ,-0.73807955  ,11.44689846
316  ,166.698     ,11.27556419  ,-3.68550348  ,12.18540764
317  ,166.339     ,10.55502701  ,-3.86030388  ,12.18540764
318  ,166.009     ,9.81442928  ,-3.89558244  ,12.18540764
319  ,165.715     ,9.08053970  ,-3.79006505  ,12.18540764
320  ,165.466     ,8.37988091  ,-3.54756451  ,12.18540764
321  ,165.271     ,7.73777723  ,-3.17684579  ,12.18540764
322  ,165.139     ,7.17743635  ,-2.69130731  ,12.18540764
323  ,165.079     ,6.71911049  ,-2.10849786  ,12.18540764
324  ,165.097     ,6.37936497  ,-1.44948363  ,12.18540764
325  ,165.197     ,6.17047787  ,-0.73807955  ,12.18540764
326  ,168.181     ,11.27556419  ,-3.68550348  ,12.92391777
327  ,167.831     ,10.55502701  ,-3.86030388  ,12.92391777
328  ,167.520     ,9.81442928  ,-3.89558244  ,12.92391777
329  ,167.253     ,9.08053970  ,-3.79006505  ,12.92391777
330  ,167.037     ,8.37988091  ,-3.54756451  ,12.92391777
331  ,166.880     ,7.73777723  ,-3.17684579  ,12.92391777
332  ,166.790     ,7.17743635  ,-2.69130731  ,12.92391777
333  ,166.771     ,6.71911049  ,-2.10849786  ,12.92391777
334  ,166.831     ,6.37936497  ,-1.44948363  ,12.92391777
335  ,166.972     ,6.17047787  ,-0.73807955  ,12.92391777
336  ,169.635     ,11.27556419  ,-3.68550348  ,13.66242695
337  ,169.288     ,10.55502701  ,-3.86030388  ,13.66242695
338  ,168.988     ,9.81442928  ,-3.89558244  ,13.66242695
339  ,168.741     ,9.08053970  ,-3.79006505  ,13.66242695
340  ,168.551     ,8.37988091  ,-3.54756451  ,13.66242695
341  ,168.426     ,7.73777723  ,-3.17684579  ,13.66242695
342  ,168.369     ,7.17743635  ,-2.69130731  ,13.66242695
343  ,168.388     ,6.71911049  ,-2.10849786  ,13.66242695
344  ,168.486     ,6.37936497  ,-1.44948363  ,13.66242695
345  ,168.666     ,6.17047787  ,-0.73807955  ,13.66242695
346  ,171.048     ,11.27556419  ,-3.68550348  ,14.40093613
347  ,170.699     ,10.55502701  ,-3.86030388  ,14.40093613
348  ,170.406     ,9.81442928  ,-3.89558244  ,14.40093613
349  ,170.173     ,9.08053970  ,-3.79006505  ,14.40093613
350  ,170.004     ,8.37988091  ,-3.54756451  ,14.40093613
351  ,169.904     ,7.73777723  ,-3.17684579  ,14.40093613
352  ,169.877     ,7.17743635  ,-2.69130731  ,14.40093613
353  ,169.929     ,6.71911049  ,-2.10849786  ,14.40093613
354  ,170.062     ,6.37936497  ,-1.44948363  ,14.40093613
355  ,170.280     ,6.17047787  ,-0.73807955  ,14.40093613
356  ,172.412     ,11.27556419  ,-3.68550348  ,15.13944626
357  ,172.057     ,10.55502701  ,-3.86030388  ,15.13944626
358  ,171.766     ,9.81442928  ,-3.89558244  ,15.13944626
359  ,171.543     ,9.08053970  ,-3.79006505  ,15.13944626
360  ,171.390     ,8.37988091  ,-3.54756451  ,15.13944626
361  ,171.312     ,7.73777723  ,-3.17684579  ,15.13944626
362  ,171.310     ,7.17743635  ,-2.69130731  ,15.13944626
363  ,171.390     ,6.71911049  ,-2.10849786  ,15.13944626
364  ,171.556     ,6.37936497  ,-1.44948363  ,15.13944626
365  ,171.810     ,6.17047787  ,-0.73807955  ,15.13944626
366  ,173.716     ,11.27556419  ,-3.68550348  ,15.87795544
367  ,173.352     ,10.55502701  ,-3.86030388  ,15.87795544
368  ,173.062     ,9.81442928  ,-3.89558244  ,15.87795544
369  ,172.845     ,9.08053970  ,-3.79006505  ,15.87795544
370  ,172.705     ,8.37988091  ,-3.54756451  ,15.87795544
371  ,172.644     ,7.73777723  ,-3.17684579  ,15.87795544
372  ,172.664     ,7.17743635  ,-2.69130731  ,15.87795544
373  ,172.769     ,6.71911049  ,-2.10849786  ,15.87795544
374  ,172.964     ,6.37936497  ,-1.44948363  ,15.87795544
375  ,173.253     ,6.17047787  ,-0.73807955  ,15.87795544
376  ,174.950     ,11.27556419  ,-3.68550348  ,16.61646461
377  ,174.577     ,10.55502701  ,-3.86030388  ,16.61646461
378  ,174.286     ,9.81442928  ,-3.89558244  ,16.61646461
379  ,174.074     ,9.08053970  ,-3.79006505  ,16.61646461
380  ,173.944     ,8.37988091  ,-3.54756451  ,16.61646461
381  ,173.897     ,7.73777723  ,-3.17684579  ,16.61646461
382  ,173.936     ,7.17743635  ,-2.69130731  ,16.61646461
383  ,174.063     ,6.71911049  ,-2.10849786  ,16.61646461
384  ,174.283     ,6.37936497  ,-1.44948363  ,16.61646461
385  ,174.601     ,6.17047787  ,-0.73807955  ,16.61646461
386  ,176.104     ,11.27556419  ,-3.68550348  ,17.35497475
387  ,175.724     ,10.55502701  ,-3.86030388  ,17.35497475
388  ,175.431     ,9.81442928  ,-3.89558244  ,17.35497475
389  ,175.225     ,9.08053970  ,-3.79006505  ,17.35497475
390  ,175.104     ,8.37988091  ,-3.54756451  ,17.35497475
391  ,175.068     ,7.73777723  ,-3.17684579  ,17.35497475
392  ,175.121     ,7.17743635  ,-2.69130731  ,17.35497475
393  ,175.267     ,6.71911049  ,-2.10849786  ,17.35497475
394  ,175.508     ,6.37936497  ,-1.44948363  ,17.35497475
395  ,175.850     ,6.17047787  ,-0.73807955  ,17.35497475
396  ,177.171     ,11.27556419  ,-3.68550348  ,18.09348297
397  ,176.787     ,10.55502701  ,-3.86030388  ,18.09348297
398  ,176.496     ,9.81442928  ,-3.89558244  ,18.09348297
399  ,176.294     ,9.08053970  ,-3.79006505  ,18.09348297
400  ,176.180     ,8.37988091  ,-3.54756451  ,18.09348297
401  ,176.154     ,7.73777723  ,-3.17684579  ,18.09348297
402  ,176.219     ,7.17743635  ,-2.69130731  ,18.09348297
403  ,176.377     ,6.71911049  ,-2.10849786  ,18.09348297
404  ,176.634     ,6.37936497  ,-1.44948363  ,18.09348297
405  ,176.996     ,6.17047787  ,-0.73807955  ,18.09348297
406  ,178.144     ,11.27556419  ,-3.68550348  ,18.83199310
407  ,177.763     ,10.55502701  ,-3.86030388  ,18.83199310
408  ,177.476     ,9.81442928  ,-3.89558244  ,18.83199310
409  ,177.274     ,9.08053970  ,-3.79006505  ,18.83199310
410  ,177.173     ,8.37988091  ,-3.54756451  ,18.83199310
411  ,177.153     ,7.73777723  ,-3.17684579  ,18.83199310
412  ,177.229     ,7.17743635  ,-2.69130731  ,18.83199310
413  ,177.392     ,6.71911049  ,-2.10849786  ,18.83199310
414  ,177.659     ,6.37936497  ,-1.44948363  ,18.83199310
415  ,178.033     ,6.17047787  ,-0.73807955  ,18.83199310
416  ,178.073     ,8.37988091  ,-3.54756451  ,19.57050323
417  ,178.060     ,7.73777723  ,-3.17684579  ,19.57050323
418  ,199.768     ,11.94999981  ,3.37749910  ,19.20124817
