Date:  23:26, ÐÇÆÚÈÕ, °ËÔÂ 30, 2020
Model name:Boeing 747-simple_thermal
Study name:Thermal 1(-Default-)
Plot type: Thermal Thermal1
Time step: 1
Result Type: Temp 


Node  ,Value (Celsius)  ,X (mm)  ,Y (mm)  ,Z (mm)
2423  ,83.791      ,227.97  ,-22.635  ,0.23108
2424  ,72.138      ,197.5  ,-24.264  ,0
2425  ,89.211      ,252.41  ,5.6324  ,-16.337
2426  ,93.531      ,269.23  ,-0.035654  ,-24.586
2427  ,104.371     ,504.58  ,2.6777  ,1.3711
2428  ,104.195     ,507.04  ,-15.024  ,5.1921
2429  ,104.036     ,504.14  ,-10.35  ,-6.82
2430  ,104.579     ,523.16  ,-5.7116  ,2.759
2431  ,104.128     ,492.05  ,8.031  ,11.522
2432  ,105.020     ,511.37  ,22.547  ,2.0331
2433  ,104.167     ,506.4  ,6.0089  ,-16.766
2434  ,104.769     ,518.1  ,5.0115  ,-0.54265
2435  ,104.702     ,510.77  ,-5.6864  ,16.53
2436  ,95.831      ,283.69  ,-3.7017  ,-40.176
2437  ,93.539      ,274.81  ,7.7332  ,-41.169
2438  ,91.336      ,261.89  ,-1.5401  ,-40.74
2439  ,99.422      ,312.13  ,-4.5647  ,-30.827
2440  ,98.251      ,308.22  ,5.2964  ,-37.709
2441  ,94.028      ,724.69  ,-17.815  ,-18.378
2442  ,99.411      ,297.17  ,-14.409  ,-28.695
2443  ,102.279     ,339.31  ,-16.959  ,3.3962
2444  ,104.202     ,320.42  ,-25.77  ,-3.0814
2445  ,102.150     ,356.08  ,-17.418  ,5.8586
2446  ,101.191     ,348.29  ,-4.5633  ,8.2335
2447  ,101.889     ,335.52  ,-19.218  ,-17.715
2448  ,101.762     ,351.39  ,-14.201  ,-6.5887
2449  ,85.582      ,237.3  ,-5.1183  ,-12.355
2450  ,83.681      ,234.68  ,16.712  ,-7.0155
2451  ,82.144      ,230.3  ,14.519  ,-29.884
2452  ,85.653      ,240.06  ,-0.24985  ,-29.405
2453  ,89.092      ,248.25  ,-14.386  ,-30.063
2454  ,82.357      ,227.95  ,-13.591  ,-29.876
2455  ,89.073      ,248.55  ,2.9299  ,16.608
2456  ,95.348      ,265.53  ,-8.8942  ,24.91
2457  ,91.468      ,256.77  ,2.3235  ,29.339
2458  ,100.225     ,273.91  ,-20.2  ,22.662
2459  ,102.740     ,453.42  ,11.396  ,-25.58
2460  ,102.391     ,437.38  ,4.1652  ,-24.134
2461  ,102.752     ,445.73  ,-5.4629  ,-22.594
2462  ,88.271      ,238.52  ,-21.571  ,23.643
2463  ,81.569      ,223.84  ,-6.5689  ,28.789
2464  ,81.668      ,222.57  ,-20.028  ,22.603
2465  ,86.916      ,240.09  ,-2.139  ,31.077
2466  ,91.316      ,250.73  ,-11.101  ,30.696
2467  ,98.938      ,340.32  ,23.515  ,10.614
2468  ,99.592      ,306.75  ,-0.22088  ,18.619
2469  ,98.966      ,320.47  ,14.994  ,24.77
2470  ,65.211      ,178.21  ,-27.357  ,6.5806
2471  ,71.875      ,196.84  ,-28.956  ,-10.386
2472  ,67.291      ,184.5  ,-19.759  ,-16.444
2473  ,73.899      ,202.94  ,-24.391  ,-23.033
2474  ,89.230      ,608.52  ,-7.7764  ,11.45
2475  ,79.276      ,619.73  ,-13.475  ,22.946
2476  ,75.367      ,627.26  ,-23.498  ,12.884
2477  ,80.974      ,626.15  ,-7.3464  ,19.053
2478  ,82.305      ,617.72  ,-2.7494  ,30.67
2479  ,85.840      ,603.19  ,-23.673  ,15.429
2480  ,97.614      ,603.39  ,-2.4388  ,28.759
2481  ,101.831     ,371.7  ,-12.462  ,7.9183
2482  ,101.511     ,364.76  ,-7.8987  ,19.576
2483  ,102.548     ,355.85  ,-23.525  ,19.396
2484  ,103.320     ,356.19  ,-33.932  ,0.13388
2485  ,103.008     ,347.33  ,-27.987  ,-1.9253
2486  ,105.292     ,351.53  ,-45.098  ,10.067
2487  ,103.384     ,430.67  ,-28.762  ,7.0906
2488  ,102.807     ,432.88  ,-17.605  ,-6.529
2489  ,102.730     ,419.84  ,-25.892  ,-9.8466
2490  ,102.974     ,440.34  ,-13.341  ,12.844
2491  ,103.606     ,440.2  ,-27.954  ,11.947
2492  ,103.303     ,417.54  ,-31.343  ,8.5376
2493  ,102.704     ,419.27  ,-17.966  ,20.318
2494  ,103.866     ,491.39  ,2.3008  ,-10.809
2495  ,103.366     ,474.6  ,20.281  ,17.325
2496  ,102.706     ,463.56  ,24.814  ,8.3732
2497  ,80.571      ,643.24  ,-3.2896  ,4.4346
2498  ,83.096      ,671.11  ,14.258  ,9.9766
2499  ,86.690      ,653.77  ,27.412  ,6.7456
2500  ,87.269      ,637.36  ,14.019  ,5.7431
2501  ,84.363      ,642.34  ,12.543  ,18.389
2502  ,77.203      ,661.62  ,0.15625  ,17.326
2503  ,76.967      ,642.92  ,-4.1142  ,21.772
2504  ,104.647     ,502.8  ,31.602  ,0.83435
2505  ,103.701     ,483.22  ,28.992  ,7.48
2506  ,104.923     ,505.04  ,26.227  ,14.559
2507  ,97.706      ,300.75  ,15.298  ,32.924
2508  ,103.450     ,313.82  ,-23.614  ,19.925
2509  ,102.289     ,448.49  ,17.498  ,1.8671
2510  ,102.311     ,441.83  ,8.5383  ,11.61
2511  ,102.603     ,457.56  ,26.77  ,-11.147
2512  ,102.028     ,453.96  ,33.467  ,1.8294
2513  ,101.582     ,433.67  ,23.067  ,-1.0314
2514  ,102.214     ,443.13  ,21.034  ,-16.111
2515  ,104.533     ,500.34  ,-2.269  ,26.566
2516  ,104.573     ,497.59  ,13.002  ,31.391
2517  ,104.951     ,509.14  ,9.1572  ,15.794
2518  ,105.382     ,513.76  ,5.0985  ,30.429
2519  ,45.254      ,118.38  ,-25.15  ,-2.9735
2520  ,100.294     ,359.06  ,11.545  ,17.281
2521  ,98.986      ,349.44  ,27.835  ,0.27417
2522  ,103.837     ,451.68  ,-29.451  ,12.775
2523  ,111.743     ,287.78  ,-40.903  ,8.706
2524  ,56.038      ,152.89  ,-12.89  ,-8.1872
2525  ,60.289      ,165.26  ,-8.4783  ,1.4735
2526  ,60.445      ,165  ,-20.877  ,-21.52
2527  ,58.387      ,160.24  ,-0.53883  ,-16.906
2528  ,61.029      ,166.38  ,-28.189  ,-4.3936
2529  ,61.789      ,168.76  ,-23.52  ,12.997
2530  ,107.059     ,300.9  ,-31.65  ,11.686
2531  ,104.492     ,293.41  ,-25.451  ,-6.4269
2532  ,108.220     ,316.87  ,-39.414  ,9.6625
2533  ,113.850     ,304.27  ,-47.813  ,5.8157
2534  ,101.368     ,303.48  ,-11.556  ,6.5022
2535  ,103.581     ,285.33  ,-23.126  ,7.0572
2536  ,105.575     ,307.5  ,-27.273  ,0.95646
2537  ,101.350     ,292.28  ,-17.449  ,22.615
2538  ,100.418     ,301.1  ,-11.784  ,30.712
2539  ,97.219      ,294.94  ,9.7657  ,-5.9328
2540  ,93.519      ,275.02  ,13.809  ,-25.675
2541  ,96.078      ,291.89  ,14.063  ,-30.111
2542  ,86.043      ,240.11  ,6.7486  ,5.1533
2543  ,91.362      ,263.66  ,16.23  ,-11.588
2544  ,102.948     ,405.17  ,-31.769  ,1.5037
2545  ,102.903     ,397.78  ,-28.91  ,9.979
2546  ,102.403     ,410.68  ,-21.938  ,-14.9
2547  ,100.293     ,354.51  ,9.9374  ,-0.86821
2548  ,101.157     ,366.22  ,-1.724  ,34.589
2549  ,100.424     ,368.97  ,13.492  ,24.616
2550  ,100.882     ,370.19  ,4.5284  ,11.823
2551  ,103.168     ,466.35  ,4.3485  ,-26.615
2552  ,92.550      ,603.56  ,-0.80787  ,-10.025
2553  ,95.815      ,593.89  ,5.4591  ,-24.634
2554  ,90.081      ,594.6  ,-18.303  ,-18.007
2555  ,96.798      ,582.51  ,-5.0329  ,-24.802
2556  ,96.648      ,579.03  ,-19.032  ,-5.2334
2557  ,99.125      ,568.75  ,-12.661  ,-23.692
2558  ,103.287     ,576.59  ,17.956  ,-17.343
2559  ,103.764     ,562.18  ,4.4373  ,-7.4066
2560  ,101.145     ,568.49  ,6.9716  ,-30.39
2561  ,101.533     ,370.52  ,-9.5246  ,-10.775
2562  ,100.964     ,376.65  ,5.6129  ,-10.415
2563  ,118.582     ,785.18  ,13.498  ,-13.793
2564  ,115.787     ,784.54  ,-5.5434  ,-12.375
2565  ,115.615     ,773.56  ,4.7272  ,-8.0022
2566  ,116.445     ,779.57  ,2.6939  ,-15.875
2567  ,117.693     ,772.89  ,11.814  ,-20.848
2568  ,118.201     ,786.97  ,8.0192  ,-26.581
2569  ,117.385     ,793.66  ,0.84951  ,-20.634
2570  ,103.689     ,472.83  ,-26.549  ,3.8148
2571  ,103.974     ,483.99  ,-7.3427  ,35.158
2572  ,103.893     ,481.63  ,-17.417  ,26.784
2573  ,104.466     ,514.18  ,-19.209  ,17.125
2574  ,104.251     ,491.09  ,1.673  ,35.786
2575  ,104.579     ,508.43  ,-18.046  ,27.508
2576  ,105.107     ,515.57  ,-9.1797  ,30.996
2577  ,79.446      ,614.32  ,-25.829  ,-3.7835
2578  ,84.524      ,615.46  ,-12.069  ,-8.518
2579  ,77.032      ,628.48  ,-20.626  ,-14.811
2580  ,79.870      ,616.12  ,-18.614  ,-22.489
2581  ,87.519      ,597.09  ,-26.568  ,-7.6673
2582  ,92.542      ,272.22  ,26.911  ,-15.753
2583  ,91.161      ,264.47  ,16.976  ,-30.6
2584  ,94.855      ,285.7  ,22.905  ,-20.809
2585  ,90.918      ,263.97  ,24.854  ,-18.703
2586  ,93.521      ,277.63  ,28.213  ,-6.9215
2587  ,91.072      ,264.62  ,31.087  ,-10.037
2588  ,103.498     ,467.85  ,-27.946  ,-12.424
2589  ,103.464     ,471.01  ,-21.391  ,-17.302
2590  ,110.486     ,549.36  ,14.746  ,29.206
2591  ,106.098     ,532.62  ,6.5544  ,13.233
2592  ,108.846     ,551.79  ,3.1165  ,28.177
2593  ,112.000     ,566.78  ,13.296  ,23.904
2594  ,102.747     ,558.5  ,-9.0161  ,-1.3849
2595  ,104.764     ,545.15  ,4.953  ,-6.6121
2596  ,112.468     ,583.92  ,28.169  ,7.4601
2597  ,76.613      ,675.67  ,-2.6173  ,14.652
2598  ,74.794      ,678.8  ,-15.672  ,7.1928
2599  ,84.757      ,683.64  ,11.672  ,5.7533
2600  ,48.520      ,132.42  ,-8.5601  ,5.0335
2601  ,41.513      ,111.77  ,-5.7216  ,4.6935
2602  ,41.273      ,109.94  ,-15.721  ,17.07
2603  ,44.788      ,124.19  ,-5.2419  ,18.722
2604  ,48.429      ,130.47  ,-22.455  ,13.961
2605  ,44.310      ,122.23  ,-11.432  ,25.718
2606  ,49.811      ,137.25  ,-9.4624  ,28.177
2607  ,42.024      ,122.2  ,7.697  ,27.314
2608  ,51.938      ,143.69  ,1.7321  ,14.798
2609  ,70.156      ,194.02  ,24.787  ,0
2610  ,79.588      ,221.92  ,24.153  ,0.48239
2611  ,104.924     ,733.09  ,6.6548  ,-1.8196
2612  ,103.383     ,740.71  ,-7.1667  ,-1.1208
2613  ,97.541      ,732.55  ,-16.889  ,-7.2669
2614  ,88.936      ,720.51  ,-16.853  ,-0.49874
2615  ,82.775      ,708.11  ,-12.175  ,3.1419
2616  ,78.054      ,703.45  ,-23.742  ,-7.0072
2617  ,94.388      ,711.02  ,-6.8319  ,-27.326
2618  ,43.305      ,121.78  ,7.5133  ,5.7866
2619  ,44.903      ,120.14  ,-11.606  ,-2.6752
2620  ,47.907      ,131.45  ,0.55459  ,-8.4995
2621  ,41.099      ,111.96  ,3.4796  ,-7.8055
2622  ,37.175      ,103.64  ,2.8085  ,15.78
2623  ,32.992      ,86.456  ,-0.49098  ,25.958
2624  ,36.725      ,95.588  ,-9.1983  ,18.185
2625  ,32.020      ,78.977  ,7.762  ,18.427
2626  ,33.186      ,91.729  ,12.955  ,14.491
2627  ,34.959      ,103.98  ,3.548  ,27.505
2628  ,35.899      ,106.33  ,17.18  ,11.491
2629  ,31.611      ,64.394  ,10.804  ,-17.227
2630  ,36.800      ,94.893  ,-0.34187  ,1.2805
2631  ,34.819      ,96.179  ,16.972  ,-14.365
2632  ,35.951      ,88.004  ,0.96543  ,-13.705
2633  ,33.464      ,91.891  ,18.161  ,-0.80988
2634  ,35.637      ,80.94  ,-17.052  ,7.4065
2635  ,33.431      ,73.464  ,0.77806  ,-2.4633
2636  ,38.057      ,88.888  ,-22.161  ,-9.1968
2637  ,39.163      ,94.643  ,-17.116  ,-18.703
2638  ,36.690      ,83.662  ,-6.8852  ,-33.161
2639  ,34.188      ,72.996  ,0.11415  ,-30.307
2640  ,86.780      ,644.03  ,18.081  ,-15.808
2641  ,87.828      ,622.15  ,2.9009  ,-11.53
2642  ,90.959      ,626.59  ,20.382  ,-17.64
2643  ,85.808      ,637.37  ,10.18  ,-24.955
2644  ,85.878      ,623.82  ,-2.3137  ,3.5733
2645  ,77.801      ,636.3  ,-16.515  ,-2.762
2646  ,104.315     ,493.75  ,20.324  ,19.194
2647  ,100.206     ,385.51  ,21.123  ,16.516
2648  ,101.349     ,410.68  ,12.216  ,-0.60673
2649  ,100.523     ,381.47  ,19.861  ,-13.147
2650  ,100.710     ,405.11  ,23.451  ,-1.1133
2651  ,84.039      ,232.85  ,8.1334  ,32.511
2652  ,88.878      ,249.43  ,10.58  ,31.029
2653  ,103.998     ,519.01  ,-29.16  ,6.4613
2654  ,103.887     ,519.44  ,-17.186  ,-9.0954
2655  ,104.226     ,525.5  ,-21.617  ,9.9313
2656  ,103.038     ,537.73  ,-25.249  ,-7.5184
2657  ,110.249     ,594.49  ,18.932  ,17.892
2658  ,97.478      ,607.52  ,10.558  ,3.8856
2659  ,96.785      ,610.68  ,7.0431  ,22.239
2660  ,96.183      ,624.77  ,24.223  ,12.518
2661  ,99.286      ,619.25  ,30.276  ,-0.36072
2662  ,92.342      ,626.22  ,20.438  ,-5.4814
2663  ,100.146     ,601.67  ,23.289  ,-14.445
2664  ,90.535      ,638.25  ,29.383  ,0.9076
2665  ,111.520     ,866.84  ,-0.67255  ,-20.918
2666  ,111.599     ,864.98  ,-3.1305  ,-22.209
2667  ,89.316      ,603.69  ,-6.4287  ,-30.344
2668  ,89.543      ,619.45  ,10.513  ,-28.252
2669  ,85.053      ,618.27  ,-5.3377  ,-27.277
2670  ,76.286      ,676.75  ,-17.513  ,-16.85
2671  ,100.990     ,421.03  ,28.309  ,-2.3484
2672  ,101.525     ,419.21  ,20.693  ,-18.782
2673  ,102.350     ,375.79  ,-21.751  ,18.149
2674  ,101.872     ,385.67  ,-11.403  ,22.259
2675  ,103.807     ,332.93  ,-29.185  ,-3.3134
2676  ,100.761     ,348.43  ,-1.3789  ,-19.559
2677  ,114.257     ,308.76  ,-83.9  ,2.5726
2678  ,54.746      ,149.26  ,-19.151  ,16.941
2679  ,55.690      ,153.53  ,5.8331  ,-3.024
2680  ,51.262      ,139.89  ,-2.4582  ,-19.974
2681  ,52.178      ,143.99  ,13.033  ,-24.796
2682  ,49.365      ,137.87  ,17.88  ,-12.806
2683  ,44.996      ,128.35  ,19.638  ,0.36959
2684  ,63.945      ,176.24  ,10.3  ,-1.3945
2685  ,50.699      ,137.81  ,0.22663  ,-40.616
2686  ,52.097      ,140.54  ,-16.626  ,-29.581
2687  ,55.553      ,151.91  ,-2.0226  ,-30.062
2688  ,45.655      ,120.72  ,-10.213  ,-35.719
2689  ,54.638      ,150.26  ,15.074  ,-36.859
2690  ,45.840      ,127.32  ,12.884  ,-24.869
2691  ,63.608      ,174.91  ,1.4615  ,-28.073
2692  ,63.264      ,173.35  ,-15.413  ,-33.867
2693  ,70.251      ,193.22  ,-14.937  ,-30.38
2694  ,66.035      ,181.5  ,-4.4496  ,-10.235
2695  ,65.391      ,180.54  ,21.318  ,-23.143
2696  ,98.347      ,352.87  ,34.052  ,12.252
2697  ,97.331      ,338.38  ,39.57  ,11.031
2698  ,99.802      ,366.88  ,21.367  ,6.2074
2699  ,97.276      ,288.18  ,4.0385  ,28.849
2700  ,101.446     ,414.64  ,10.795  ,14.626
2701  ,100.632     ,411.17  ,23.86  ,10.739
2702  ,100.885     ,406.66  ,18.952  ,22.621
2703  ,101.308     ,385.67  ,1.5938  ,33.146
2704  ,101.793     ,401.65  ,-3.746  ,19.518
2705  ,100.281     ,397.63  ,23.865  ,10.511
2706  ,101.825     ,396.3  ,-7.9209  ,32.633
2707  ,102.410     ,399.22  ,-19.576  ,21.363
2708  ,102.702     ,460.04  ,18.149  ,19.087
2709  ,101.109     ,434.9  ,27.445  ,14.178
2710  ,101.540     ,423.04  ,14.908  ,26.319
2711  ,100.846     ,423.31  ,25.626  ,14.135
2712  ,90.829      ,256.79  ,-3.692  ,-25.801
2713  ,94.776      ,265.51  ,-20.2  ,-29.691
2714  ,101.518     ,451.43  ,31.737  ,13.56
2715  ,102.027     ,445.64  ,19.613  ,20.307
2716  ,101.930     ,388.53  ,-11.559  ,7.0661
2717  ,98.133      ,296.28  ,4.7408  ,7.9054
2718  ,97.264      ,305.48  ,21.145  ,-15.819
2719  ,97.576      ,313.15  ,25.119  ,-3.9214
2720  ,103.740     ,488.5  ,8.3232  ,-23.227
2721  ,103.835     ,497.5  ,-8.438  ,-20.815
2722  ,103.912     ,499.83  ,3.883  ,-29.247
2723  ,103.866     ,462.18  ,-32.902  ,10.111
2724  ,103.659     ,474.94  ,-2.6672  ,34.126
2725  ,102.599     ,431.52  ,-9.367  ,32.551
2726  ,102.247     ,439.68  ,10.135  ,29.197
2727  ,56.183      ,155.7  ,19.323  ,19.742
2728  ,49.329      ,138.69  ,14.983  ,20.405
2729  ,44.400      ,119  ,-3.0152  ,-23.216
2730  ,49.990      ,134.21  ,-18.01  ,-16.55
2731  ,38.930      ,111.76  ,16.663  ,-12.224
2732  ,75.260      ,641.2  ,-13.861  ,17.471
2733  ,104.228     ,543.81  ,10.331  ,-21.309
2734  ,103.191     ,539.01  ,-9.738  ,-21.005
2735  ,102.202     ,552.73  ,-4.4975  ,-27.325
2736  ,104.320     ,587.96  ,19.028  ,-5.6226
2737  ,94.088      ,612.7  ,17.447  ,-19.691
2738  ,64.148      ,175.93  ,-9.1365  ,10.533
2739  ,81.285      ,227.62  ,23.502  ,-10.692
2740  ,76.105      ,211.52  ,16.308  ,-32.765
2741  ,58.656      ,160.68  ,-11.722  ,25.805
2742  ,60.640      ,166.84  ,4.3446  ,22.693
2743  ,67.548      ,185.65  ,3.5284  ,21.523
2744  ,66.406      ,181.92  ,-10.4  ,27.704
2745  ,75.856      ,846.96  ,0.013636  ,-135.85
2746  ,84.124      ,663.52  ,20.108  ,12.068
2747  ,72.832      ,199.44  ,-12.432  ,27.141
2748  ,72.917      ,200.04  ,-1.5286  ,31.978
2749  ,68.755      ,189.52  ,17.999  ,18.282
2750  ,96.838      ,274.02  ,-9.5101  ,32.426
2751  ,93.470      ,268.1  ,9.3283  ,30.335
2752  ,91.183      ,261.99  ,23.502  ,18.374
2753  ,78.728      ,364.85  ,134.68  ,1.0433
2754  ,77.003      ,212.48  ,12.845  ,26.86
2755  ,97.188      ,305.44  ,22.491  ,6.4732
2756  ,96.821      ,297.57  ,19.812  ,17.072
2757  ,94.411      ,286.51  ,38.831  ,7.8855
2758  ,96.060      ,296.22  ,25.927  ,-7.5241
2759  ,95.771      ,305.13  ,41.008  ,9.8265
2760  ,102.944     ,366.76  ,-32.747  ,-0.044246
2761  ,117.944     ,766.18  ,11.217  ,-28.766
2762  ,115.179     ,766.61  ,0.6281  ,-25.175
2763  ,115.643     ,778.25  ,-4.5077  ,-29.103
2764  ,115.774     ,765.2  ,0.44827  ,-38.299
2765  ,115.923     ,754.37  ,7.811  ,-27.868
2766  ,116.182     ,755.49  ,14.252  ,-18.063
2767  ,113.359     ,760.55  ,0.81196  ,-16.21
2768  ,84.582      ,236.96  ,20.238  ,13.843
2769  ,80.188      ,223.45  ,25.94  ,10.978
2770  ,55.789      ,153.93  ,4.4053  ,30.858
2771  ,62.054      ,170.33  ,-0.24785  ,32.52
2772  ,111.417     ,751.46  ,6.8173  ,-4.4174
2773  ,114.199     ,744.26  ,12.14  ,-19.603
2774  ,110.937     ,747.06  ,-1.916  ,-24.044
2775  ,109.969     ,752.29  ,-12.691  ,-27.648
2776  ,108.079     ,735.12  ,-4.7637  ,-30.87
2777  ,114.477     ,750.38  ,0.25379  ,-38.692
2778  ,112.335     ,761.73  ,-11.358  ,-26.945
2779  ,105.003     ,747.63  ,-18.492  ,-11.57
2780  ,104.255     ,738.72  ,-10.913  ,-18.315
2781  ,107.343     ,749.62  ,-17.24  ,-21.717
2782  ,97.256      ,576.43  ,-28.273  ,7.5898
2783  ,99.756      ,360.68  ,24.348  ,-9.9132
2784  ,100.178     ,372.38  ,25.891  ,-17.917
2785  ,101.326     ,373.15  ,-7.574  ,-28.891
2786  ,100.893     ,380.46  ,12.228  ,-26.216
2787  ,99.791      ,378.21  ,27.15  ,0.2562
2788  ,74.068      ,205.39  ,28.599  ,2.1672
2789  ,43.703      ,112.65  ,-18.792  ,-23.85
2790  ,102.401     ,428.24  ,-8.5634  ,-21.901
2791  ,102.051     ,414.73  ,-6.5251  ,-26.631
2792  ,118.611     ,796.75  ,8.4252  ,-14.214
2793  ,116.675     ,794.61  ,-4.3271  ,-27.611
2794  ,101.325     ,702.4  ,25.644  ,-10.799
2795  ,92.305      ,694.02  ,12.605  ,-13.264
2796  ,95.535      ,696.81  ,26.305  ,-0.4603
2797  ,84.911      ,240.01  ,22.282  ,-20.861
2798  ,105.496     ,533.95  ,17.673  ,-9.1168
2799  ,105.380     ,525.39  ,-11.697  ,29.06
2800  ,107.797     ,537.07  ,9.5726  ,30.415
2801  ,106.488     ,523.93  ,23.093  ,21.496
2802  ,106.639     ,528.97  ,26.659  ,8.5337
2803  ,101.950     ,460.05  ,35.803  ,12.296
2804  ,103.469     ,473.22  ,11.724  ,31.489
2805  ,106.374     ,539.37  ,-9.8662  ,32.018
2806  ,99.583      ,388.15  ,32.319  ,3.3211
2807  ,113.582     ,771.92  ,-5.925  ,-7.5004
2808  ,118.225     ,761.99  ,9.1042  ,-34.832
2809  ,115.594     ,784.04  ,-8.7438  ,-24.472
2810  ,113.927     ,772.86  ,-10.645  ,-21.44
2811  ,111.223     ,869.53  ,0.7074  ,-23.894
2812  ,111.608     ,866.32  ,1.682  ,-20.203
2813  ,111.156     ,864.4  ,-0.083896  ,-27.264
2814  ,105.544     ,532.81  ,-251.37  ,-2.9792
2815  ,112.287     ,585.23  ,10.118  ,28.788
2816  ,109.264     ,603.23  ,26.699  ,10.91
2817  ,94.301      ,621.22  ,13.03  ,22.286
2818  ,106.761     ,548.64  ,26.765  ,-11.356
2819  ,88.034      ,250.83  ,11.509  ,-36.162
2820  ,88.261      ,248.78  ,-6.8906  ,-40.064
2821  ,106.719     ,396.99  ,-128.7  ,2.9759
2822  ,60.127      ,164.96  ,1.5675  ,-40.958
2823  ,109.148     ,724.46  ,21.412  ,-3.9744
2824  ,54.617      ,147.63  ,-26.407  ,-13.547
2825  ,53.188      ,143.69  ,-25.404  ,-0.399
2826  ,58.462      ,159.5  ,-15.475  ,-32.197
2827  ,104.104     ,540.09  ,-11.186  ,2.0935
2828  ,103.797     ,529.92  ,-7.1092  ,-17.045
2829  ,101.795     ,375.18  ,-13.254  ,28.64
2830  ,99.195      ,335.52  ,20.418  ,-14.492
2831  ,99.085      ,324.58  ,13.19  ,-25.676
2832  ,101.496     ,311.43  ,-18.158  ,-21.366
2833  ,99.967      ,327.2  ,-3.0477  ,-36.392
2834  ,97.397      ,305.99  ,19.649  ,-28.87
2835  ,102.915     ,455.29  ,-0.057505  ,-27.507
2836  ,56.303      ,155.73  ,19.426  ,-14.076
2837  ,104.955     ,784.39  ,-1.1125  ,-90.182
2838  ,86.815      ,662.78  ,26.986  ,-4.8568
2839  ,30.144      ,12.524  ,0.63136  ,0.54679
2840  ,30.367      ,24.711  ,0.5946  ,-0.84754
2841  ,85.116      ,239.89  ,28.923  ,4.5768
2842  ,103.265     ,447.27  ,-27.52  ,-7.9649
2843  ,83.451      ,227.47  ,-26.2  ,-10.797
2844  ,97.475      ,367.68  ,43.041  ,11.956
2845  ,96.540      ,351.91  ,47.642  ,10.374
2846  ,98.932      ,362.11  ,33.721  ,0.1851
2847  ,84.036      ,628.73  ,-1.4099  ,-29.014
2848  ,79.604      ,633.78  ,-11.272  ,-25.789
2849  ,96.547      ,316.76  ,39.403  ,9.8948
2850  ,72.818      ,666.27  ,-27.034  ,-2.1563
2851  ,85.939      ,692.88  ,-1.0347  ,-10.254
2852  ,86.862      ,674.59  ,25.523  ,4.462
2853  ,99.964      ,402.17  ,33.279  ,2.511
2854  ,36.450      ,110.13  ,23.541  ,2.6453
2855  ,39.321      ,98.673  ,-17.472  ,3.5655
2856  ,42.251      ,107.51  ,-25.104  ,-1.9001
2857  ,102.969     ,323.95  ,-27.102  ,-17.624
2858  ,97.174      ,251.64  ,-31.623  ,1.6307
2859  ,88.932      ,254.93  ,30.385  ,-7.7329
2860  ,89.141      ,254.45  ,28.301  ,6.5333
2861  ,116.291     ,797.61  ,-0.40222  ,-37.068
2862  ,116.836     ,804.1  ,-6.2022  ,-22.998
2863  ,116.526     ,811.1  ,-3.7967  ,-28.978
2864  ,89.576      ,709.88  ,2.9277  ,5.4662
2865  ,111.834     ,724.88  ,20.038  ,-14.239
2866  ,116.824     ,815.83  ,1.4588  ,-31.107
2867  ,103.803     ,514.68  ,-13.074  ,-23.842
2868  ,101.406     ,398.46  ,7.9072  ,-31.478
2869  ,109.451     ,840.9  ,0.29477  ,-39.283
2870  ,107.526     ,359.59  ,-127.74  ,1.1524
2871  ,107.674     ,368.35  ,-116.13  ,4.6292
2872  ,108.110     ,351.58  ,-122.9  ,2.3266
2873  ,107.027     ,360.88  ,-136.61  ,0.9203
2874  ,108.780     ,349.83  ,-106.26  ,3.8952
2875  ,108.787     ,352.14  ,-97.052  ,5.1838
2876  ,109.395     ,338.3  ,-109.44  ,2.5084
2877  ,56.184      ,155.95  ,27.957  ,2.128
2878  ,109.780     ,758.02  ,-7.4453  ,-3.4914
2879  ,111.043     ,762.67  ,-15.002  ,-17.238
2880  ,104.954     ,516.25  ,24.232  ,-11.186
2881  ,102.903     ,468.22  ,32.658  ,0.56188
2882  ,102.800     ,468.36  ,31.502  ,16.112
2883  ,105.523     ,512.8  ,16.892  ,29.368
2884  ,113.768     ,779.71  ,-16.575  ,-7.7937
2885  ,116.838     ,798.52  ,-7.8087  ,-13.312
2886  ,99.097      ,270.95  ,-25.585  ,-19.25
2887  ,93.428      ,245.48  ,-31.135  ,18.112
2888  ,96.825      ,251.63  ,-29.001  ,9.9919
2889  ,89.154      ,238.37  ,-29.483  ,2.5443
2890  ,99.457      ,349.18  ,27.063  ,-17.211
2891  ,32.175      ,77.598  ,16.352  ,-4.9082
2892  ,75.192      ,205.41  ,-24.533  ,14.414
2893  ,110.168     ,329.99  ,-105.57  ,0.97133
2894  ,34.332      ,102.41  ,24.054  ,-10.353
2895  ,88.704      ,251.67  ,25.482  ,20.32
2896  ,100.135     ,415.07  ,33.962  ,5.8208
2897  ,97.610      ,401.48  ,45.295  ,13.49
2898  ,66.710      ,184.34  ,24.564  ,-11.307
2899  ,118.242     ,801.91  ,5.5184  ,-27.135
2900  ,118.591     ,810.97  ,5.1713  ,-14.382
