Date:  17:02, ÐÇÆÚ¶þ, ¾ÅÔÂ 22, 2020
Model name:u_cylinder_shell
Study name:Thermal 1(-Default-)
Plot type: Thermal Thermal1
Time step: 1
Result Type: Temp 


Node  ,Value (Celsius)  ,X (m)  ,Y (m)  ,Z (m)
2450  ,87.857      ,3.38075995  ,-2.13786387  ,12.66666698
2451  ,88.288      ,2.99404263  ,-2.65249109  ,12.66666698
2452  ,88.712      ,2.52978039  ,-3.09842086  ,12.66666698
2453  ,84.639      ,2.52978158  ,3.09841967  ,13.33333397
2454  ,84.211      ,2.99404311  ,2.65249062  ,13.33333397
2455  ,83.919      ,3.38076043  ,2.13786316  ,13.33333397
2456  ,83.800      ,3.67991781  ,1.56786644  ,13.33333397
2457  ,83.868      ,3.88376737  ,0.95726269  ,13.33333397
2458  ,84.111      ,3.98702931  ,0.32186541  ,13.33333397
2459  ,84.495      ,3.98702908  ,-0.32186708  ,13.33333397
2460  ,84.973      ,3.88376713  ,-0.95726335  ,13.33333397
2461  ,85.504      ,3.67991757  ,-1.56786704  ,13.33333397
2462  ,86.054      ,3.38075995  ,-2.13786387  ,13.33333397
2463  ,86.596      ,2.99404263  ,-2.65249109  ,13.33333397
2464  ,87.118      ,2.52978039  ,-3.09842086  ,13.33333397
2465  ,82.270      ,2.57895541  ,3.05761170  ,14.00000000
2466  ,81.650      ,3.07725024  ,2.55549049  ,14.00000000
2467  ,81.265      ,3.47929931  ,1.97344267  ,14.00000000
2468  ,81.195      ,3.77252841  ,1.32967257  ,14.00000000
2469  ,81.450      ,3.94776630  ,0.64431512  ,14.00000000
2470  ,81.967      ,3.99953198  ,-0.06119429  ,14.00000000
2471  ,82.651      ,3.92620635  ,-0.76478976  ,14.00000000
2472  ,85.525      ,2.55786490  ,-3.07527685  ,14.00000000
2473  ,79.919      ,2.52978158  ,3.09841967  ,14.66666698
2474  ,79.094      ,2.99404311  ,2.65249062  ,14.66666698
2475  ,78.497      ,3.38076043  ,2.13786316  ,14.66666698
2476  ,78.254      ,3.67991781  ,1.56786644  ,14.66666698
2477  ,78.444      ,3.88376737  ,0.95726269  ,14.66666698
2478  ,79.004      ,3.98702931  ,0.32186541  ,14.66666698
2479  ,79.799      ,3.98702908  ,-0.32186708  ,14.66666698
2480  ,80.701      ,3.88376713  ,-0.95726335  ,14.66666698
2481  ,77.393      ,2.52978158  ,3.09841967  ,15.33333397
2482  ,76.172      ,2.99404311  ,2.65249062  ,15.33333397
2483  ,75.237      ,3.38076043  ,2.13786316  ,15.33333397
2484  ,74.836      ,3.67991781  ,1.56786644  ,15.33333397
2485  ,75.170      ,3.88376737  ,0.95726269  ,15.33333397
2486  ,76.092      ,3.98702931  ,0.32186541  ,15.33333397
2487  ,77.287      ,3.98702908  ,-0.32186708  ,15.33333397
2488  ,78.532      ,3.88376713  ,-0.95726335  ,15.33333397
2489  ,79.718      ,3.67991757  ,-1.56786704  ,15.33333397
2490  ,80.799      ,3.38075995  ,-2.13786387  ,15.33333397
2491  ,81.770      ,2.99404263  ,-2.65249109  ,15.33333397
2492  ,82.633      ,2.52978039  ,-3.09842086  ,15.33333397
2493  ,74.840      ,2.52978158  ,3.09841967  ,16.00000000
2494  ,72.979      ,2.99404311  ,2.65249062  ,16.00000000
2495  ,71.376      ,3.38076043  ,2.13786316  ,16.00000000
2496  ,70.539      ,3.67991781  ,1.56786644  ,16.00000000
2497  ,71.252      ,3.88376737  ,0.95726269  ,16.00000000
2498  ,72.910      ,3.98702931  ,0.32186541  ,16.00000000
2499  ,74.744      ,3.98702908  ,-0.32186708  ,16.00000000
2500  ,76.441      ,3.88376713  ,-0.95726335  ,16.00000000
2501  ,77.936      ,3.67991757  ,-1.56786704  ,16.00000000
2502  ,79.230      ,3.38075995  ,-2.13786387  ,16.00000000
2503  ,80.352      ,2.99404263  ,-2.65249109  ,16.00000000
2504  ,81.324      ,2.52978039  ,-3.09842086  ,16.00000000
2505  ,72.468      ,2.52978158  ,3.09841967  ,16.66666794
2506  ,69.683      ,2.99404311  ,2.65249062  ,16.66666794
2507  ,66.281      ,3.38076043  ,2.13786316  ,16.66666794
2508  ,66.417      ,3.88376737  ,0.95726269  ,16.66666794
2509  ,69.662      ,3.98702931  ,0.32186541  ,16.66666794
2510  ,72.388      ,3.98702908  ,-0.32186708  ,16.66666794
2511  ,74.583      ,3.88376713  ,-0.95726335  ,16.66666794
2512  ,76.373      ,3.67991757  ,-1.56786704  ,16.66666794
2513  ,77.852      ,3.38075995  ,-2.13786387  ,16.66666794
2514  ,79.100      ,2.99404263  ,-2.65249109  ,16.66666794
2515  ,80.159      ,2.52978039  ,-3.09842086  ,16.66666794
2516  ,70.418      ,2.58176970  ,3.05523562  ,17.33333397
2517  ,66.360      ,3.08195090  ,2.54981923  ,17.33333397
2518  ,65.912      ,3.96879840  ,0.49863803  ,17.33333397
2519  ,69.879      ,3.99639320  ,-0.16982920  ,17.33333397
2520  ,72.709      ,3.91218662  ,-0.83354443  ,17.33333397
2521  ,74.855      ,3.71853423  ,-1.47394168  ,17.33333397
2522  ,76.560      ,3.42085385  ,-2.07310367  ,17.33333397
2523  ,77.957      ,3.02747273  ,-2.61427021  ,17.33333397
2524  ,79.121      ,2.54939699  ,-3.08230019  ,17.33333397
2525  ,69.661      ,2.57086277  ,3.06441927  ,18.00000000
2526  ,65.711      ,3.06369472  ,2.57172608  ,18.00000000
2527  ,65.245      ,3.97320771  ,0.46219125  ,18.00000000
2528  ,69.187      ,3.99493337  ,-0.20126268  ,18.00000000
2529  ,71.981      ,3.90663791  ,-0.85917383  ,18.00000000
2530  ,74.091      ,3.71075249  ,-1.49342406  ,18.00000000
2531  ,75.779      ,3.41267252  ,-2.08654404  ,18.00000000
2532  ,77.160      ,3.02060676  ,-2.62220025  ,18.00000000
2533  ,78.314      ,2.54535294  ,-3.08564067  ,18.00000000
2534  ,70.048      ,2.52978158  ,3.09841967  ,18.66666794
2535  ,67.352      ,2.99404311  ,2.65249062  ,18.66666794
2536  ,64.148      ,3.38076043  ,2.13786316  ,18.66666794
2537  ,63.532      ,3.88376737  ,0.95726269  ,18.66666794
2538  ,67.146      ,3.98702931  ,0.32186541  ,18.66666794
2539  ,69.889      ,3.98702908  ,-0.32186708  ,18.66666794
2540  ,72.102      ,3.88376713  ,-0.95726335  ,18.66666794
2541  ,73.904      ,3.67991757  ,-1.56786704  ,18.66666794
2542  ,75.397      ,3.38075995  ,-2.13786387  ,18.66666794
2543  ,76.649      ,2.99404263  ,-2.65249109  ,18.66666794
2544  ,77.714      ,2.52978039  ,-3.09842086  ,18.66666794
2545  ,70.726      ,2.52978158  ,3.09841967  ,19.33333397
2546  ,68.889      ,2.99404311  ,2.65249062  ,19.33333397
2547  ,67.205      ,3.38076043  ,2.13786316  ,19.33333397
2548  ,66.352      ,3.67991781  ,1.56786644  ,19.33333397
2549  ,67.060      ,3.88376737  ,0.95726269  ,19.33333397
2550  ,68.768      ,3.98702931  ,0.32186541  ,19.33333397
2551  ,70.605      ,3.98702908  ,-0.32186708  ,19.33333397
2552  ,72.318      ,3.88376713  ,-0.95726335  ,19.33333397
2553  ,73.826      ,3.67991757  ,-1.56786704  ,19.33333397
2554  ,75.134      ,3.38075995  ,-2.13786387  ,19.33333397
2555  ,76.267      ,2.99404263  ,-2.65249109  ,19.33333397
2556  ,77.251      ,2.52978039  ,-3.09842086  ,19.33333397
2557  ,81.891      ,-3.68470693  ,1.55657768  ,18.55193138
2558  ,82.402      ,-3.82533002  ,1.16912341  ,18.25758934
2559  ,83.056      ,-3.85792327  ,1.05661130  ,17.74266624
2560  ,83.653      ,-3.82264543  ,1.17787170  ,17.22958183
2561  ,83.833      ,-3.67728281  ,1.57403636  ,16.95241928
2562  ,83.214      ,-3.49470258  ,1.94603550  ,17.25022888
2563  ,82.490      ,-3.43083501  ,2.05654335  ,17.76131248
2564  ,81.975      ,-3.49934530  ,1.93767464  ,18.26980972
2565  ,96.182      ,-3.31400204  ,2.23995328  ,10.27797508
2566  ,96.718      ,-3.49889922  ,1.93848002  ,10.07231808
2567  ,97.674      ,-3.55165958  ,1.84003091  ,9.66615772
2568  ,98.604      ,-3.49233294  ,1.95028472  ,9.26420307
2569  ,99.000      ,-3.30109644  ,2.25892973  ,9.07865047
2570  ,98.437      ,-3.08629274  ,2.54456234  ,9.28909206
2571  ,97.453      ,-3.00518227  ,2.63986373  ,9.69068050
2572  ,96.549      ,-3.09585667  ,2.53291774  ,10.08649254
2573  ,120.000     ,-3.91791797  ,0.80617583  ,3.15089107
2574  ,120.000     ,-3.94050384  ,0.68733478  ,2.78548241
2575  ,120.000     ,-3.90927577  ,0.84709114  ,2.41889167
2576  ,120.000     ,-3.83054495  ,1.15192223  ,2.17040277
2577  ,120.000     ,-3.70096469  ,1.51751781  ,2.18446612
2578  ,120.000     ,-3.65055704  ,1.63506377  ,2.54567814
2579  ,120.000     ,-3.71651340  ,1.47902954  ,2.90971136
2580  ,120.000     ,-3.82164168  ,1.18112421  ,3.15875459
2581  ,113.973     ,1.41841960  ,3.74006486  ,0.00000000
2582  ,113.669     ,0.80010277  ,3.91916251  ,0.00000000
2583  ,113.534     ,0.16106376  ,3.99675608  ,0.00000000
2584  ,113.570     ,-0.48214671  ,3.97083545  ,0.00000000
2585  ,113.775     ,-1.11286986  ,3.84207249  ,0.00000000
2586  ,114.138     ,-1.71477020  ,3.61380172  ,0.00000000
2587  ,114.631     ,-2.27225900  ,3.29193544  ,0.00000000
2588  ,115.206     ,-2.77089739  ,2.88480973  ,0.00000000
2589  ,115.764     ,-3.19777107  ,2.40296912  ,0.00000000
2590  ,116.158     ,-3.54182410  ,1.85889268  ,0.00000000
2591  ,116.230     ,-3.79414582  ,1.26667202  ,0.00000000
2592  ,115.911     ,-3.94820094  ,0.64164513  ,0.00000000
2593  ,115.242     ,-4.00000000  ,0.00000000  ,0.00000000
2594  ,115.359     ,-4.00000000  ,0.00000000  ,0.66666669
2595  ,115.683     ,-4.00000000  ,0.00000000  ,1.33333337
2596  ,116.099     ,-4.00000000  ,0.00000000  ,2.00000000
2597  ,115.998     ,-4.00000000  ,0.00000000  ,2.66666675
2598  ,114.832     ,-4.00000000  ,0.00000000  ,3.33333325
2599  ,112.727     ,-4.00000000  ,0.00000000  ,4.00000000
2600  ,110.536     ,-4.00000000  ,0.00000000  ,4.66666651
2601  ,108.515     ,-4.00000000  ,0.00000000  ,5.33333349
2602  ,106.639     ,-4.00000000  ,0.00000000  ,6.00000000
2603  ,104.876     ,-4.00000000  ,0.00000000  ,6.66666651
2604  ,103.197     ,-4.00000000  ,0.00000000  ,7.33333349
2605  ,101.581     ,-4.00000000  ,0.00000000  ,8.00000000
2606  ,100.017     ,-4.00000000  ,0.00000000  ,8.66666698
2607  ,98.496      ,-4.00000000  ,0.00000000  ,9.33333302
2608  ,97.016      ,-4.00000000  ,0.00000000  ,10.00000000
2609  ,95.575      ,-4.00000000  ,0.00000000  ,10.66666698
2610  ,94.174      ,-4.00000000  ,0.00000000  ,11.33333302
2611  ,92.815      ,-4.00000000  ,0.00000000  ,12.00000000
2612  ,91.502      ,-4.00000000  ,0.00000000  ,12.66666698
2613  ,90.238      ,-4.00000000  ,0.00000000  ,13.33333302
2614  ,89.026      ,-4.00000000  ,0.00000000  ,14.00000000
2615  ,87.872      ,-4.00000000  ,0.00000000  ,14.66666698
2616  ,86.779      ,-4.00000000  ,0.00000000  ,15.33333302
2617  ,85.751      ,-4.00000000  ,0.00000000  ,16.00000000
2618  ,84.791      ,-4.00000000  ,0.00000000  ,16.66666603
2619  ,83.901      ,-4.00000000  ,0.00000000  ,17.33333397
2620  ,83.082      ,-4.00000000  ,0.00000000  ,18.00000000
2621  ,82.334      ,-4.00000000  ,0.00000000  ,18.66666603
2622  ,81.654      ,-4.00000000  ,0.00000000  ,19.33333397
2623  ,80.951      ,-3.95532322  ,0.59616905  ,20.00000000
2624  ,80.720      ,-3.82229114  ,1.17902064  ,20.00000000
2625  ,80.459      ,-3.60387540  ,1.73553491  ,20.00000000
2626  ,80.141      ,-3.30495501  ,2.25328016  ,20.00000000
2627  ,79.767      ,-2.93220758  ,2.72069097  ,20.00000000
2628  ,79.326      ,-2.49395919  ,3.12732601  ,20.00000000
2629  ,95.203      ,-3.57354546  ,1.79715669  ,10.75437832
2630  ,95.871      ,-3.72462225  ,1.45848882  ,10.48114109
2631  ,96.866      ,-3.78356767  ,1.29792726  ,10.04689884
2632  ,98.660      ,-3.77930164  ,1.31029761  ,9.26592255
2633  ,99.674      ,-3.71284437  ,1.48821604  ,8.83246231
2634  ,100.269     ,-3.55073500  ,1.84181440  ,8.57478142
2635  ,100.622     ,-3.28975892  ,2.27540922  ,8.40895462
2636  ,100.063     ,-2.98132324  ,2.66677928  ,8.60648155
2637  ,99.344      ,-2.72675109  ,2.92657304  ,8.87280560
2638  ,98.289      ,-2.59442997  ,3.04449224  ,9.29054642
2639  ,96.320      ,-2.60632181  ,3.03431821  ,10.11231232
2640  ,95.400      ,-2.75139523  ,2.90341592  ,10.52538681
2641  ,94.925      ,-3.01303411  ,2.63089824  ,10.77567673
2642  ,94.665      ,-3.32220888  ,2.22776294  ,10.94780827
2643  ,117.424     ,-3.95568228  ,0.59378302  ,1.76867676
2644  ,117.530     ,-3.88527656  ,0.95111817  ,1.53356171
2645  ,117.659     ,-3.76201320  ,1.35913849  ,1.50787926
2646  ,117.261     ,-3.46412516  ,1.99995935  ,1.78494835
2647  ,116.775     ,-3.32729673  ,2.22015667  ,2.57757378
2648  ,116.556     ,-3.40636301  ,2.09682870  ,3.01038361
2649  ,115.944     ,-3.61400056  ,1.71435106  ,3.56044388
2650  ,115.350     ,-3.75334859  ,1.38288617  ,3.79397774
2651  ,114.809     ,-3.95569539  ,0.59369504  ,3.78516579
2652  ,97.013      ,-3.94436121  ,0.66484225  ,10.00000000
2653  ,96.384      ,-2.01233578  ,3.45695019  ,10.00000000
2654  ,96.168      ,-1.37924027  ,3.75468993  ,10.00000000
2655  ,95.941      ,-0.70395225  ,3.93756914  ,10.00000000
2656  ,95.711      ,-0.00712949  ,3.99999356  ,10.00000000
2657  ,95.489      ,0.68991137  ,3.94005370  ,10.00000000
2658  ,95.281      ,1.36584699  ,3.75958276  ,10.00000000
2659  ,98.521      ,-3.94370198  ,0.66874111  ,9.33333302
2660  ,98.013      ,-2.01349187  ,3.45627689  ,9.33333302
2661  ,97.827      ,-1.38028669  ,3.75430536  ,9.33333302
2662  ,97.636      ,-0.70482999  ,3.93741226  ,9.33333302
2663  ,97.447      ,-0.00779802  ,3.99999237  ,9.33333302
2664  ,97.271      ,0.68947220  ,3.94013047  ,9.33333302
2665  ,97.113      ,1.36563766  ,3.75965881  ,9.33333302
2666  ,100.070     ,-3.94820118  ,0.64164490  ,8.66666698
2667  ,99.726      ,-2.27225900  ,3.29193544  ,8.66666698
2668  ,99.578      ,-1.71477020  ,3.61380172  ,8.66666698
2669  ,99.425      ,-1.11286986  ,3.84207249  ,8.66666698
2670  ,99.276      ,-0.48214674  ,3.97083545  ,8.66666698
2671  ,99.138      ,0.16106369  ,3.99675608  ,8.66666698
2672  ,99.016      ,0.80010265  ,3.91916275  ,8.66666698
2673  ,98.915      ,1.41841984  ,3.74006486  ,8.66666698
2674  ,101.668     ,-3.94820118  ,0.64164490  ,8.00000000
2675  ,101.702     ,-3.79414582  ,1.26667178  ,8.00000000
2676  ,101.683     ,-3.54182410  ,1.85889268  ,8.00000000
2677  ,101.616     ,-3.19777107  ,2.40296888  ,8.00000000
2678  ,101.510     ,-2.77089763  ,2.88480949  ,8.00000000
2679  ,101.378     ,-2.27225900  ,3.29193544  ,8.00000000
2680  ,101.235     ,-1.71477020  ,3.61380172  ,8.00000000
2681  ,101.094     ,-1.11286986  ,3.84207249  ,8.00000000
2682  ,100.964     ,-0.48214674  ,3.97083545  ,8.00000000
2683  ,100.853     ,0.16106369  ,3.99675608  ,8.00000000
2684  ,100.766     ,0.80010265  ,3.91916275  ,8.00000000
2685  ,100.706     ,1.41841984  ,3.74006486  ,8.00000000
2686  ,103.326     ,-3.94820118  ,0.64164490  ,7.33333302
2687  ,103.385     ,-3.79414582  ,1.26667178  ,7.33333302
2688  ,103.376     ,-3.54182410  ,1.85889268  ,7.33333302
2689  ,103.304     ,-3.19777107  ,2.40296888  ,7.33333302
2690  ,103.187     ,-2.77089763  ,2.88480949  ,7.33333302
2691  ,103.043     ,-2.27225900  ,3.29193544  ,7.33333302
2692  ,102.891     ,-1.71477020  ,3.61380172  ,7.33333302
2693  ,102.750     ,-1.11286986  ,3.84207249  ,7.33333302
2694  ,102.630     ,-0.48214674  ,3.97083545  ,7.33333302
2695  ,102.541     ,0.16106369  ,3.99675608  ,7.33333302
2696  ,102.487     ,0.80010265  ,3.91916275  ,7.33333302
2697  ,102.469     ,1.41841984  ,3.74006486  ,7.33333302
2698  ,105.060     ,-3.94820118  ,0.64164490  ,6.66666603
2699  ,105.148     ,-3.79414582  ,1.26667178  ,6.66666603
2700  ,105.139     ,-3.54182410  ,1.85889268  ,6.66666603
2701  ,105.044     ,-3.19777107  ,2.40296888  ,6.66666603
2702  ,104.892     ,-2.77089763  ,2.88480949  ,6.66666603
2703  ,104.714     ,-2.27225900  ,3.29193544  ,6.66666603
2704  ,104.536     ,-1.71477020  ,3.61380172  ,6.66666603
2705  ,104.381     ,-1.11286986  ,3.84207249  ,6.66666603
2706  ,104.262     ,-0.48214674  ,3.97083545  ,6.66666603
2707  ,104.190     ,0.16106369  ,3.99675608  ,6.66666603
2708  ,104.168     ,0.80010265  ,3.91916275  ,6.66666603
2709  ,104.197     ,1.41841984  ,3.74006486  ,6.66666603
2710  ,106.899     ,-3.94820118  ,0.64164490  ,6.00000000
2711  ,107.021     ,-3.79414582  ,1.26667178  ,6.00000000
2712  ,106.996     ,-3.54182410  ,1.85889268  ,6.00000000
2713  ,106.847     ,-3.19777107  ,2.40296888  ,6.00000000
2714  ,106.627     ,-2.77089763  ,2.88480949  ,6.00000000
2715  ,106.384     ,-2.27225900  ,3.29193544  ,6.00000000
2716  ,106.157     ,-1.71477020  ,3.61380172  ,6.00000000
2717  ,105.970     ,-1.11286986  ,3.84207249  ,6.00000000
2718  ,105.842     ,-0.48214674  ,3.97083545  ,6.00000000
2719  ,105.781     ,0.16106369  ,3.99675608  ,6.00000000
2720  ,105.792     ,0.80010265  ,3.91916275  ,6.00000000
2721  ,105.875     ,1.41841984  ,3.74006486  ,6.00000000
2722  ,108.904     ,-3.94820118  ,0.64164490  ,5.33333302
2723  ,109.069     ,-3.79414582  ,1.26667178  ,5.33333302
2724  ,108.992     ,-3.54182410  ,1.85889268  ,5.33333302
2725  ,108.729     ,-3.19777107  ,2.40296888  ,5.33333302
2726  ,108.384     ,-2.77089763  ,2.88480949  ,5.33333302
2727  ,108.035     ,-2.27225900  ,3.29193544  ,5.33333302
2728  ,107.729     ,-1.71477020  ,3.61380172  ,5.33333302
2729  ,107.495     ,-1.11286986  ,3.84207249  ,5.33333302
2730  ,107.348     ,-0.48214674  ,3.97083545  ,5.33333302
2731  ,107.294     ,0.16106369  ,3.99675608  ,5.33333302
2732  ,107.337     ,0.80010265  ,3.91916275  ,5.33333302
2733  ,107.481     ,1.41841984  ,3.74006486  ,5.33333302
2734  ,111.169     ,-3.94820118  ,0.64164490  ,4.66666698
2735  ,111.405     ,-3.79414582  ,1.26667178  ,4.66666698
2736  ,111.192     ,-3.54182410  ,1.85889268  ,4.66666698
2737  ,110.698     ,-3.19777107  ,2.40296888  ,4.66666698
2738  ,110.141     ,-2.77089763  ,2.88480949  ,4.66666698
2739  ,109.632     ,-2.27225900  ,3.29193544  ,4.66666698
2740  ,109.220     ,-1.71477020  ,3.61380172  ,4.66666698
2741  ,108.924     ,-1.11286986  ,3.84207249  ,4.66666698
2742  ,108.749     ,-0.48214674  ,3.97083545  ,4.66666698
2743  ,108.699     ,0.16106369  ,3.99675608  ,4.66666698
2744  ,108.775     ,0.80010265  ,3.91916275  ,4.66666698
2745  ,108.982     ,1.41841984  ,3.74006486  ,4.66666698
2746  ,113.695     ,-3.54182410  ,1.85889268  ,4.00000000
2747  ,112.722     ,-3.19777107  ,2.40296888  ,4.00000000
2748  ,111.832     ,-2.77089763  ,2.88480949  ,4.00000000
2749  ,111.116     ,-2.27225900  ,3.29193544  ,4.00000000
2750  ,110.582     ,-1.71477020  ,3.61380172  ,4.00000000
2751  ,110.219     ,-1.11286986  ,3.84207249  ,4.00000000
2752  ,110.015     ,-0.48214674  ,3.97083545  ,4.00000000
2753  ,109.965     ,0.16106369  ,3.99675608  ,4.00000000
2754  ,110.071     ,0.80010265  ,3.91916275  ,4.00000000
2755  ,110.338     ,1.41841984  ,3.74006486  ,4.00000000
2756  ,114.602     ,-3.19777107  ,2.40296888  ,3.33333206
2757  ,113.316     ,-2.77089763  ,2.88480949  ,3.33333206
2758  ,112.400     ,-2.27225900  ,3.29193544  ,3.33333206
2759  ,111.760     ,-1.71477020  ,3.61380172  ,3.33333206
2760  ,111.340     ,-1.11286986  ,3.84207249  ,3.33333206
2761  ,111.111     ,-0.48214674  ,3.97083545  ,3.33333206
2762  ,111.062     ,0.16106369  ,3.99675608  ,3.33333206
2763  ,111.191     ,0.80010265  ,3.91916275  ,3.33333206
2764  ,111.505     ,1.41841984  ,3.74006486  ,3.33333206
2765  ,114.898     ,-2.94170976  ,2.71041393  ,2.66666603
2766  ,113.683     ,-2.44475079  ,3.16594291  ,2.66666603
2767  ,112.870     ,-1.87834907  ,3.53154421  ,2.66666603
2768  ,112.341     ,-1.25859392  ,3.79683304  ,2.66666603
2769  ,112.044     ,-0.60308844  ,3.95427418  ,2.66666603
2770  ,111.961     ,0.06954718  ,3.99939537  ,2.66666603
2771  ,112.085     ,0.74020779  ,3.93091488  ,2.66666603
2772  ,112.428     ,1.38984299  ,3.75077820  ,2.66666603
2773  ,116.285     ,-3.19777107  ,2.40296888  ,2.00000000
2774  ,114.981     ,-2.77089763  ,2.88480949  ,2.00000000
2775  ,114.046     ,-2.27225900  ,3.29193544  ,2.00000000
2776  ,113.383     ,-1.71477020  ,3.61380172  ,2.00000000
2777  ,112.944     ,-1.11286986  ,3.84207249  ,2.00000000
2778  ,112.708     ,-0.48214674  ,3.97083545  ,2.00000000
2779  ,112.662     ,0.16106369  ,3.99675608  ,2.00000000
2780  ,112.808     ,0.80010265  ,3.91916275  ,2.00000000
2781  ,113.150     ,1.41841984  ,3.74006486  ,2.00000000
2782  ,116.954     ,-3.54182410  ,1.85889268  ,1.33333206
2783  ,116.083     ,-3.19777107  ,2.40296888  ,1.33333206
2784  ,115.179     ,-2.77089763  ,2.88480949  ,1.33333206
2785  ,114.412     ,-2.27225900  ,3.29193544  ,1.33333206
2786  ,113.823     ,-1.71477020  ,3.61380172  ,1.33333206
2787  ,113.416     ,-1.11286986  ,3.84207249  ,1.33333206
2788  ,113.192     ,-0.48214674  ,3.97083545  ,1.33333206
2789  ,113.151     ,0.16106369  ,3.99675608  ,1.33333206
2790  ,113.294     ,0.80010265  ,3.91916275  ,1.33333206
2791  ,113.621     ,1.41841984  ,3.74006486  ,1.33333206
2792  ,116.107     ,-3.94820118  ,0.64164490  ,0.66666603
2793  ,116.465     ,-3.79414582  ,1.26667178  ,0.66666603
2794  ,116.352     ,-3.54182410  ,1.85889268  ,0.66666603
2795  ,115.857     ,-3.19777107  ,2.40296888  ,0.66666603
2796  ,115.212     ,-2.77089763  ,2.88480949  ,0.66666603
2797  ,114.584     ,-2.27225900  ,3.29193544  ,0.66666603
2798  ,114.063     ,-1.71477020  ,3.61380172  ,0.66666603
2799  ,113.687     ,-1.11286986  ,3.84207249  ,0.66666603
2800  ,113.477     ,-0.48214674  ,3.97083545  ,0.66666603
2801  ,113.439     ,0.16106369  ,3.99675608  ,0.66666603
2802  ,113.576     ,0.80010265  ,3.91916275  ,0.66666603
2803  ,113.887     ,1.41841984  ,3.74006486  ,0.66666603
2804  ,95.549      ,-3.94820118  ,0.64164490  ,10.66666698
2805  ,94.879      ,-2.27225900  ,3.29193544  ,10.66666698
2806  ,94.655      ,-1.71477020  ,3.61380172  ,10.66666698
2807  ,94.413      ,-1.11286986  ,3.84207249  ,10.66666698
2808  ,94.160      ,-0.48214674  ,3.97083545  ,10.66666698
2809  ,93.902      ,0.16106369  ,3.99675608  ,10.66666698
2810  ,93.649      ,0.80010265  ,3.91916275  ,10.66666698
2811  ,93.408      ,1.41841984  ,3.74006486  ,10.66666698
2812  ,94.126      ,-3.94820118  ,0.64164490  ,11.33333302
2813  ,94.039      ,-3.79414582  ,1.26667178  ,11.33333302
2814  ,93.913      ,-3.54182410  ,1.85889268  ,11.33333302
2815  ,93.748      ,-3.19777107  ,2.40296888  ,11.33333302
2816  ,93.547      ,-2.77089763  ,2.88480949  ,11.33333302
2817  ,93.312      ,-2.27225900  ,3.29193544  ,11.33333302
2818  ,93.048      ,-1.71477020  ,3.61380172  ,11.33333302
2819  ,92.761      ,-1.11286986  ,3.84207249  ,11.33333302
2820  ,92.456      ,-0.48214674  ,3.97083545  ,11.33333302
2821  ,92.143      ,0.16106369  ,3.99675608  ,11.33333302
2822  ,91.829      ,0.80010265  ,3.91916275  ,11.33333302
2823  ,91.526      ,1.41841984  ,3.74006486  ,11.33333302
2824  ,92.746      ,-3.94820118  ,0.64164490  ,12.00000000
2825  ,92.636      ,-3.79414582  ,1.26667178  ,12.00000000
2826  ,92.482      ,-3.54182410  ,1.85889268  ,12.00000000
2827  ,92.287      ,-3.19777107  ,2.40296888  ,12.00000000
2828  ,92.051      ,-2.77089763  ,2.88480949  ,12.00000000
2829  ,91.777      ,-2.27225900  ,3.29193544  ,12.00000000
2830  ,91.467      ,-1.71477020  ,3.61380172  ,12.00000000
2831  ,91.128      ,-1.11286986  ,3.84207249  ,12.00000000
2832  ,90.763      ,-0.48214674  ,3.97083545  ,12.00000000
2833  ,90.383      ,0.16106369  ,3.99675608  ,12.00000000
2834  ,89.998      ,0.80010265  ,3.91916275  ,12.00000000
2835  ,89.619      ,1.41841984  ,3.74006486  ,12.00000000
2836  ,91.413      ,-3.94820118  ,0.64164490  ,12.66666603
2837  ,91.279      ,-3.79414582  ,1.26667178  ,12.66666603
2838  ,91.098      ,-3.54182410  ,1.85889268  ,12.66666603
2839  ,90.871      ,-3.19777107  ,2.40296888  ,12.66666603
2840  ,90.598      ,-2.77089763  ,2.88480949  ,12.66666603
2841  ,90.280      ,-2.27225900  ,3.29193544  ,12.66666603
2842  ,89.920      ,-1.71477020  ,3.61380172  ,12.66666603
2843  ,89.521      ,-1.11286986  ,3.84207249  ,12.66666603
2844  ,89.088      ,-0.48214674  ,3.97083545  ,12.66666603
2845  ,88.630      ,0.16106369  ,3.99675608  ,12.66666603
2846  ,88.158      ,0.80010265  ,3.91916275  ,12.66666603
2847  ,87.686      ,1.41841984  ,3.74006486  ,12.66666603
2848  ,90.130      ,-3.94820118  ,0.64164490  ,13.33333397
2849  ,89.973      ,-3.79414582  ,1.26667178  ,13.33333397
2850  ,89.765      ,-3.54182410  ,1.85889268  ,13.33333397
2851  ,89.506      ,-3.19777107  ,2.40296888  ,13.33333397
2852  ,89.194      ,-2.77089763  ,2.88480949  ,13.33333397
2853  ,88.831      ,-2.27225900  ,3.29193544  ,13.33333397
2854  ,88.416      ,-1.71477020  ,3.61380172  ,13.33333397
2855  ,87.952      ,-1.11286986  ,3.84207249  ,13.33333397
2856  ,87.442      ,-0.48214674  ,3.97083545  ,13.33333397
2857  ,86.893      ,0.16106369  ,3.99675608  ,13.33333397
2858  ,86.317      ,0.80010265  ,3.91916275  ,13.33333397
2859  ,85.729      ,1.41841984  ,3.74006486  ,13.33333397
