Date:  17:12, ÐÇÆÚ¶þ, ¾ÅÔÂ 22, 2020
Model name:u_cylinder_shell
Study name:Thermal 2(-Default-)
Plot type: Thermal Thermal1
Time step: 1
Result Type: Temp 


Node  ,Value (Celsius)  ,X (m)  ,Y (m)  ,Z (m)
43  ,79.217      ,8.67130661  ,-2.30136466  ,20.46858215
44  ,79.079      ,8.99588108  ,-1.73918438  ,20.65640831
45  ,78.948      ,9.32695484  ,-1.16574764  ,20.79144478
46  ,78.825      ,9.66238499  ,-0.58476621  ,20.87281609
47  ,79.005      ,10.67523003  ,0.00000000  ,20.87281609
48  ,79.305      ,11.34608936  ,0.00000000  ,20.79144478
49  ,79.610      ,12.00823689  ,0.00000000  ,20.65640831
50  ,79.919      ,12.65738678  ,0.00000000  ,20.46858215
51  ,80.232      ,13.28933811  ,0.00000000  ,20.22918129
52  ,80.557      ,13.89999962  ,0.00000000  ,19.93975830
53  ,80.775      ,13.84075069  ,-0.67722791  ,19.93975830
54  ,80.934      ,13.66480160  ,-1.33387852  ,19.93975830
55  ,81.032      ,13.37749863  ,-1.95000005  ,19.93975830
56  ,81.070      ,12.98757362  ,-2.50687170  ,19.93975830
57  ,81.054      ,12.50687122  ,-2.98757339  ,19.93975830
58  ,80.547      ,11.58226109  ,-2.74055648  ,20.28111839
59  ,80.103      ,11.19977856  ,-2.07807803  ,20.54997635
60  ,79.651      ,10.80611801  ,-1.39623690  ,20.74382782
61  ,79.187      ,10.40494537  ,-0.70138592  ,20.86086655
62  ,80.601      ,12.16397953  ,-2.27677941  ,20.29060173
63  ,80.126      ,11.74984455  ,-1.57024455  ,20.56426620
64  ,79.622      ,11.29935741  ,-0.82246375  ,20.75803947
65  ,80.557      ,12.61518002  ,-1.67140543  ,20.30558968
66  ,79.999      ,12.09938240  ,-0.87273270  ,20.58646584
67  ,80.392      ,12.88638496  ,-0.93370908  ,20.33306885
68  ,80.381      ,10.88976002  ,-3.01245093  ,20.29060173
69  ,79.909      ,10.48494911  ,-2.30053186  ,20.56426620
70  ,79.407      ,10.06259632  ,-1.53650963  ,20.75803947
71  ,80.134      ,10.13988876  ,-3.10051537  ,20.30558968
72  ,79.585      ,9.70611858  ,-2.25448489  ,20.58646584
73  ,79.783      ,9.36542416  ,-2.96653748  ,20.33306885
74  ,77.262      ,10.67722797  ,3.84075022  ,19.93975830
75  ,77.730      ,11.33387852  ,3.66480112  ,19.93975830
76  ,78.209      ,11.94999981  ,3.37749910  ,19.93975830
77  ,78.686      ,12.50687122  ,2.98757339  ,19.93975830
78  ,79.142      ,12.98757362  ,2.50687170  ,19.93975830
79  ,79.565      ,13.37749863  ,1.95000005  ,19.93975830
80  ,79.948      ,13.66480160  ,1.33387852  ,19.93975830
81  ,80.280      ,13.84075069  ,0.67722791  ,19.93975830
82  ,78.840      ,12.23765469  ,2.23765492  ,20.28111839
83  ,78.778      ,11.69674397  ,1.69674361  ,20.54997635
84  ,78.737      ,11.14002228  ,1.14002264  ,20.74382782
85  ,78.715      ,10.57267952  ,0.57267916  ,20.86086655
86  ,78.325      ,11.66419125  ,2.73687649  ,20.26530647
87  ,78.280      ,11.13732815  ,2.20315623  ,20.52574539
88  ,78.257      ,10.58509731  ,1.63323879  ,20.71889305
89  ,77.810      ,11.02026081  ,3.10791421  ,20.23692131
90  ,77.799      ,10.52247906  ,2.56713080  ,20.48103142
91  ,79.326      ,12.73687649  ,1.66419148  ,20.26530647
92  ,79.255      ,12.20315647  ,1.13732779  ,20.52574539
93  ,79.200      ,11.63323879  ,0.58509707  ,20.71889305
94  ,79.761      ,13.10791397  ,1.02026081  ,20.23692131
95  ,79.674      ,12.56713104  ,0.52247882  ,20.48103142
96  ,77.425      ,6.15924978  ,-0.67722791  ,19.93975830
97  ,77.856      ,6.33519888  ,-1.33387852  ,19.93975830
98  ,78.295      ,6.62250090  ,-1.95000005  ,19.93975830
99  ,78.723      ,7.01242685  ,-2.50687170  ,19.93975830
100  ,79.132      ,7.49312830  ,-2.98757339  ,19.93975830
101  ,81.426      ,11.94999981  ,-3.37749910  ,19.17284393
102  ,81.950      ,11.94999981  ,-3.37749910  ,18.40592957
103  ,82.558      ,11.94999981  ,-3.37749910  ,17.63901711
104  ,83.260      ,11.94999981  ,-3.37749910  ,16.87210274
105  ,84.065      ,11.94999981  ,-3.37749910  ,16.10518837
106  ,84.980      ,11.94999981  ,-3.37749910  ,15.33827496
107  ,86.011      ,11.94999981  ,-3.37749910  ,14.57136154
108  ,87.158      ,11.94999981  ,-3.37749910  ,13.80444813
109  ,88.421      ,11.94999981  ,-3.37749910  ,13.03753376
110  ,89.791      ,11.94999981  ,-3.37749910  ,12.27062035
111  ,91.245      ,11.94999981  ,-3.37749910  ,11.50370693
112  ,92.760      ,11.94999981  ,-3.37749910  ,10.73679256
113  ,94.281      ,11.94999981  ,-3.37749910  ,9.96987915
114  ,95.739      ,11.94999981  ,-3.37749910  ,9.20296478
115  ,97.048      ,11.94999981  ,-3.37749910  ,8.43605137
116  ,98.115      ,11.94999981  ,-3.37749910  ,7.66913748
117  ,98.897      ,11.94999981  ,-3.37749910  ,6.90222406
118  ,99.384      ,11.94999981  ,-3.37749910  ,6.13531017
119  ,99.623      ,11.94999981  ,-3.37749910  ,5.36839628
120  ,99.682      ,11.94999981  ,-3.37749910  ,4.60148239
121  ,99.639      ,11.94999981  ,-3.37749910  ,3.83456874
122  ,99.545      ,11.94999981  ,-3.37749910  ,3.06765509
123  ,99.442      ,11.94999981  ,-3.37749910  ,2.30074120
124  ,99.355      ,11.94999981  ,-3.37749910  ,1.53382754
125  ,99.299      ,11.94999981  ,-3.37749910  ,0.76691377
126  ,99.280      ,11.94999981  ,-3.37749910  ,0.00000000
127  ,98.667      ,11.27556515  ,-3.68550324  ,0.00000000
128  ,98.045      ,10.55502796  ,-3.86030364  ,0.00000000
129  ,97.437      ,9.81443024  ,-3.89558268  ,0.00000000
130  ,96.863      ,9.08053970  ,-3.79006505  ,0.00000000
131  ,96.338      ,8.37988186  ,-3.54756474  ,0.00000000
132  ,95.867      ,7.73777819  ,-3.17684627  ,0.00000000
133  ,95.456      ,7.17743731  ,-2.69130826  ,0.00000000
134  ,95.088      ,6.71911144  ,-2.10849929  ,0.00000000
135  ,94.748      ,6.37936497  ,-1.44948363  ,0.00000000
136  ,94.419      ,6.17047787  ,-0.73807985  ,0.00000000
137  ,94.126      ,6.09999990  ,0.00000000  ,0.00000000
138  ,94.087      ,6.09999990  ,0.00000000  ,0.69999999
139  ,93.959      ,6.09999990  ,0.00000000  ,1.39999998
140  ,93.765      ,6.09999990  ,0.00000000  ,2.09999990
141  ,94.594      ,6.14318466  ,-0.57877183  ,2.31078076
142  ,94.984      ,6.20202494  ,-0.88621920  ,2.84310675
143  ,94.798      ,6.17867804  ,-0.77942288  ,3.45000005
144  ,94.199      ,6.12618399  ,-0.45116630  ,3.77874827
145  ,93.548      ,6.09999990  ,0.00000000  ,3.90000010
146  ,92.456      ,6.09999990  ,0.00000000  ,4.66379786
147  ,91.351      ,6.09999990  ,0.00000000  ,5.42759609
148  ,90.212      ,6.09999990  ,0.00000000  ,6.19139385
149  ,88.987      ,6.09999990  ,0.00000000  ,6.95519209
150  ,87.648      ,6.09999990  ,0.00000000  ,7.71898985
151  ,86.193      ,6.09999990  ,0.00000000  ,8.48278809
152  ,84.624      ,6.09999990  ,0.00000000  ,9.24658585
153  ,82.958      ,6.09999990  ,0.00000000  ,10.01038361
154  ,81.224      ,6.09999990  ,0.00000000  ,10.77418232
155  ,79.483      ,6.09999990  ,0.00000000  ,11.53798008
156  ,77.853      ,6.09999990  ,0.00000000  ,12.30177784
157  ,76.457      ,6.09999990  ,0.00000000  ,13.06557560
158  ,75.453      ,6.09999990  ,0.00000000  ,13.82937431
159  ,74.942      ,6.09999990  ,0.00000000  ,14.59317207
160  ,74.885      ,6.09999990  ,0.00000000  ,15.35696983
161  ,75.103      ,6.09999990  ,0.00000000  ,16.12076759
162  ,75.479      ,6.09999990  ,0.00000000  ,16.88456535
163  ,75.897      ,6.09999990  ,0.00000000  ,17.64836311
164  ,76.308      ,6.09999990  ,0.00000000  ,18.41216278
165  ,76.682      ,6.09999990  ,0.00000000  ,19.17596054
166  ,93.692      ,6.27237701  ,-1.14665926  ,4.16606236
167  ,93.107      ,6.46860790  ,-1.65507364  ,4.71775150
168  ,92.723      ,6.73379374  ,-2.13117242  ,5.26943970
169  ,92.382      ,6.29057693  ,-1.20423400  ,5.12458134
170  ,91.680      ,6.42773676  ,-1.56490767  ,5.79749775
171  ,91.797      ,6.15044403  ,-0.62523526  ,5.33799362
172  ,90.809      ,6.18774986  ,-0.82264656  ,6.08730316
173  ,93.102      ,11.27556419  ,-3.68550348  ,9.96987915
174  ,91.980      ,10.55502701  ,-3.86030388  ,9.96987915
175  ,90.907      ,9.81442928  ,-3.89558244  ,9.96987915
176  ,89.873      ,9.08053970  ,-3.79006505  ,9.96987915
177  ,88.863      ,8.37988091  ,-3.54756451  ,9.96987915
178  ,87.871      ,7.73777723  ,-3.17684579  ,9.96987915
179  ,86.889      ,7.17743635  ,-2.69130731  ,9.96987915
180  ,85.911      ,6.71911049  ,-2.10849786  ,9.96987915
181  ,84.939      ,6.37936497  ,-1.44948363  ,9.96987915
182  ,83.979      ,6.17047787  ,-0.73807955  ,9.96987915
183  ,94.395      ,11.27556419  ,-3.68550348  ,9.20296478
184  ,93.167      ,10.55502701  ,-3.86030388  ,9.20296478
185  ,92.033      ,9.81442928  ,-3.89558244  ,9.20296478
186  ,90.967      ,9.08053970  ,-3.79006505  ,9.20296478
187  ,89.958      ,8.37988091  ,-3.54756451  ,9.20296478
188  ,88.993      ,7.73777723  ,-3.17684579  ,9.20296478
189  ,88.061      ,7.17743635  ,-2.69130731  ,9.20296478
190  ,87.163      ,6.71911049  ,-2.10849786  ,9.20296478
191  ,86.298      ,6.37936497  ,-1.44948363  ,9.20296478
192  ,85.475      ,6.17047787  ,-0.73807955  ,9.20296478
193  ,95.569      ,11.27556419  ,-3.68550348  ,8.43605137
194  ,94.258      ,10.55502701  ,-3.86030388  ,8.43605137
195  ,93.082      ,9.81442928  ,-3.89558244  ,8.43605137
196  ,92.004      ,9.08053970  ,-3.79006505  ,8.43605137
197  ,91.008      ,8.37988091  ,-3.54756451  ,8.43605137
198  ,90.077      ,7.73777723  ,-3.17684579  ,8.43605137
199  ,89.202      ,7.17743635  ,-2.69130731  ,8.43605137
200  ,88.379      ,6.71911049  ,-2.10849786  ,8.43605137
201  ,87.612      ,6.37936497  ,-1.44948363  ,8.43605137
202  ,86.909      ,6.17047787  ,-0.73807955  ,8.43605137
203  ,96.564      ,11.27556419  ,-3.68550348  ,7.66913795
204  ,95.220      ,10.55502701  ,-3.86030388  ,7.66913795
205  ,94.033      ,9.81442928  ,-3.89558244  ,7.66913795
206  ,92.963      ,9.08053970  ,-3.79006505  ,7.66913795
207  ,91.992      ,8.37988091  ,-3.54756451  ,7.66913795
208  ,91.104      ,7.73777723  ,-3.17684579  ,7.66913795
209  ,90.289      ,7.17743635  ,-2.69130731  ,7.66913795
210  ,89.542      ,6.71911049  ,-2.10849786  ,7.66913795
211  ,88.862      ,6.37936497  ,-1.44948363  ,7.66913795
212  ,88.256      ,6.17047787  ,-0.73807955  ,7.66913795
213  ,97.354      ,11.27556419  ,-3.68550348  ,6.90222359
214  ,96.025      ,10.55502701  ,-3.86030388  ,6.90222359
215  ,94.856      ,9.81442928  ,-3.89558244  ,6.90222359
216  ,93.818      ,9.08053970  ,-3.79006505  ,6.90222359
217  ,92.889      ,8.37988091  ,-3.54756451  ,6.90222359
218  ,92.055      ,7.73777723  ,-3.17684579  ,6.90222359
219  ,91.305      ,7.17743635  ,-2.69130731  ,6.90222359
220  ,90.636      ,6.71911049  ,-2.10849786  ,6.90222359
221  ,90.038      ,6.37936497  ,-1.44948363  ,6.90222359
222  ,89.514      ,6.17047787  ,-0.73807955  ,6.90222359
223  ,97.929      ,11.27556419  ,-3.68550348  ,6.13531017
224  ,96.660      ,10.55502701  ,-3.86030388  ,6.13531017
225  ,95.543      ,9.81442928  ,-3.89558244  ,6.13531017
226  ,94.560      ,9.08053970  ,-3.79006505  ,6.13531017
227  ,93.687      ,8.37988091  ,-3.54756451  ,6.13531017
228  ,92.918      ,7.73777723  ,-3.17684579  ,6.13531017
229  ,92.242      ,7.17743635  ,-2.69130731  ,6.13531017
230  ,91.653      ,6.71911049  ,-2.10849786  ,6.13531017
231  ,98.306      ,11.27556419  ,-3.68550348  ,5.36839676
232  ,97.139      ,10.55502701  ,-3.86030388  ,5.36839676
233  ,96.102      ,9.81442928  ,-3.89558244  ,5.36839676
234  ,95.186      ,9.08053970  ,-3.79006505  ,5.36839676
235  ,94.381      ,8.37988091  ,-3.54756451  ,5.36839676
236  ,93.681      ,7.73777723  ,-3.17684579  ,5.36839676
237  ,93.087      ,7.17743635  ,-2.69130731  ,5.36839676
238  ,98.530      ,11.27556419  ,-3.68550348  ,4.60148239
239  ,97.482      ,10.55502701  ,-3.86030388  ,4.60148239
240  ,96.537      ,9.81442928  ,-3.89558244  ,4.60148239
241  ,95.698      ,9.08053970  ,-3.79006505  ,4.60148239
242  ,94.962      ,8.37988091  ,-3.54756451  ,4.60148239
243  ,94.335      ,7.73777723  ,-3.17684579  ,4.60148239
244  ,93.826      ,7.17743635  ,-2.69130731  ,4.60148239
245  ,93.440      ,6.71911049  ,-2.10849786  ,4.60148239
246  ,92.948      ,6.17047787  ,-0.73807955  ,4.60148239
247  ,98.579      ,11.22834778  ,-3.70150805  ,3.83456802
248  ,97.595      ,10.45616150  ,-3.87323070  ,3.83456802
249  ,96.702      ,9.66520596  ,-3.88560319  ,3.83456802
250  ,95.909      ,8.88802624  ,-3.73811650  ,3.83456802
251  ,95.231      ,8.15659523  ,-3.43683839  ,3.83456802
252  ,94.678      ,7.50100231  ,-2.99416304  ,3.83456802
253  ,94.283      ,6.94822359  ,-2.42830420  ,3.83456802
254  ,94.082      ,6.52099848  ,-1.76254022  ,3.83456802
255  ,98.607      ,11.20905018  ,-3.70785618  ,3.06765556
256  ,97.717      ,10.41578579  ,-3.87777281  ,3.06765556
257  ,96.894      ,9.60452938  ,-3.87989736  ,3.06765556
258  ,96.160      ,8.81038475  ,-3.71413732  ,3.06765556
259  ,95.535      ,8.06771564  ,-3.38766527  ,3.06765556
260  ,95.039      ,7.40865755  ,-2.91460896  ,3.06765556
261  ,94.708      ,6.86172676  ,-2.31543565  ,3.06765556
262  ,94.642      ,6.45059013  ,-1.61607254  ,3.06765556
263  ,98.674      ,11.25765896  ,-3.69165182  ,2.30074120
264  ,97.921      ,10.51752567  ,-3.86550999  ,2.30074120
265  ,97.208      ,9.75772285  ,-3.89246726  ,2.30074120
266  ,96.556      ,9.00712681  ,-3.77149892  ,2.30074120
267  ,95.979      ,8.29426575  ,-3.50720263  ,2.30074120
268  ,95.496      ,7.64622498  ,-3.10962129  ,2.30074120
269  ,95.120      ,7.08763552  ,-2.59386468  ,2.30074120
270  ,94.877      ,6.63972569  ,-1.97953475  ,2.30074120
271  ,94.795      ,6.31951571  ,-1.28997505  ,2.30074120
272  ,98.685      ,11.27556419  ,-3.68550348  ,1.53382683
273  ,98.009      ,10.55502701  ,-3.86030388  ,1.53382683
274  ,97.363      ,9.81442928  ,-3.89558244  ,1.53382683
275  ,96.758      ,9.08053970  ,-3.79006505  ,1.53382683
276  ,96.215      ,8.37988091  ,-3.54756451  ,1.53382683
277  ,95.741      ,7.73777723  ,-3.17684579  ,1.53382683
278  ,95.344      ,7.17743635  ,-2.69130731  ,1.53382683
279  ,95.026      ,6.71911049  ,-2.10849786  ,1.53382683
280  ,94.750      ,6.37936497  ,-1.44948363  ,1.53382683
281  ,94.414      ,6.17047787  ,-0.73807955  ,1.53382683
282  ,98.673      ,11.27556419  ,-3.68550348  ,0.76691437
283  ,98.038      ,10.55502701  ,-3.86030388  ,0.76691437
284  ,97.419      ,9.81442928  ,-3.89558244  ,0.76691437
285  ,96.838      ,9.08053970  ,-3.79006505  ,0.76691437
286  ,96.307      ,8.37988091  ,-3.54756451  ,0.76691437
287  ,95.836      ,7.73777723  ,-3.17684579  ,0.76691437
288  ,95.428      ,7.17743635  ,-2.69130731  ,0.76691437
289  ,95.074      ,6.71911049  ,-2.10849786  ,0.76691437
290  ,94.744      ,6.37936497  ,-1.44948363  ,0.76691437
291  ,94.415      ,6.17047787  ,-0.73807955  ,0.76691437
292  ,91.748      ,11.27556419  ,-3.68550348  ,10.73679256
293  ,90.741      ,10.55502701  ,-3.86030388  ,10.73679256
294  ,89.743      ,9.81442928  ,-3.89558244  ,10.73679256
295  ,88.746      ,9.08053970  ,-3.79006505  ,10.73679256
296  ,87.750      ,8.37988091  ,-3.54756451  ,10.73679256
297  ,86.741      ,7.73777723  ,-3.17684579  ,10.73679256
298  ,85.715      ,7.17743635  ,-2.69130731  ,10.73679256
299  ,84.661      ,6.71911049  ,-2.10849786  ,10.73679256
300  ,83.571      ,6.37936497  ,-1.44948363  ,10.73679256
301  ,82.451      ,6.17047787  ,-0.73807955  ,10.73679256
302  ,90.389      ,11.27556419  ,-3.68550348  ,11.50370693
303  ,89.496      ,10.55502701  ,-3.86030388  ,11.50370693
304  ,88.573      ,9.81442928  ,-3.89558244  ,11.50370693
305  ,87.626      ,9.08053970  ,-3.79006505  ,11.50370693
306  ,86.647      ,8.37988091  ,-3.54756451  ,11.50370693
307  ,85.631      ,7.73777723  ,-3.17684579  ,11.50370693
308  ,84.563      ,7.17743635  ,-2.69130731  ,11.50370693
309  ,83.440      ,6.71911049  ,-2.10849786  ,11.50370693
310  ,82.242      ,6.37936497  ,-1.44948363  ,11.50370693
311  ,80.952      ,6.17047787  ,-0.73807955  ,11.50370693
312  ,89.068      ,11.27556419  ,-3.68550348  ,12.27062035
313  ,88.277      ,10.55502701  ,-3.86030388  ,12.27062035
314  ,87.432      ,9.81442928  ,-3.89558244  ,12.27062035
315  ,86.536      ,9.08053970  ,-3.79006505  ,12.27062035
316  ,85.586      ,8.37988091  ,-3.54756451  ,12.27062035
317  ,84.572      ,7.73777723  ,-3.17684579  ,12.27062035
318  ,83.483      ,7.17743635  ,-2.69130731  ,12.27062035
319  ,82.301      ,6.71911049  ,-2.10849786  ,12.27062035
320  ,80.998      ,6.37936497  ,-1.44948363  ,12.27062035
321  ,79.548      ,6.17047787  ,-0.73807955  ,12.27062035
322  ,87.810      ,11.27556419  ,-3.68550348  ,13.03753471
323  ,87.113      ,10.55502701  ,-3.86030388  ,13.03753471
324  ,86.343      ,9.81442928  ,-3.89558244  ,13.03753471
325  ,85.503      ,9.08053970  ,-3.79006505  ,13.03753471
326  ,84.586      ,8.37988091  ,-3.54756451  ,13.03753471
327  ,83.588      ,7.73777723  ,-3.17684579  ,13.03753471
328  ,82.494      ,7.17743635  ,-2.69130731  ,13.03753471
329  ,81.283      ,6.71911049  ,-2.10849786  ,13.03753471
330  ,79.915      ,6.37936497  ,-1.44948363  ,13.03753471
331  ,78.342      ,6.17047787  ,-0.73807955  ,13.03753471
332  ,86.641      ,11.27556419  ,-3.68550348  ,13.80444813
333  ,86.028      ,10.55502701  ,-3.86030388  ,13.80444813
334  ,85.328      ,9.81442928  ,-3.89558244  ,13.80444813
335  ,84.542      ,9.08053970  ,-3.79006505  ,13.80444813
336  ,83.671      ,8.37988091  ,-3.54756451  ,13.80444813
337  ,82.705      ,7.73777723  ,-3.17684579  ,13.80444813
338  ,81.629      ,7.17743635  ,-2.69130731  ,13.80444813
339  ,80.421      ,6.71911049  ,-2.10849786  ,13.80444813
340  ,79.038      ,6.37936497  ,-1.44948363  ,13.80444813
341  ,77.421      ,6.17047787  ,-0.73807955  ,13.80444813
342  ,85.571      ,11.27556419  ,-3.68550348  ,14.57136154
343  ,85.031      ,10.55502701  ,-3.86030388  ,14.57136154
344  ,84.397      ,9.81442928  ,-3.89558244  ,14.57136154
345  ,83.672      ,9.08053970  ,-3.79006505  ,14.57136154
346  ,82.854      ,8.37988091  ,-3.54756451  ,14.57136154
347  ,81.935      ,7.73777723  ,-3.17684579  ,14.57136154
348  ,80.902      ,7.17743635  ,-2.69130731  ,14.57136154
349  ,79.735      ,6.71911049  ,-2.10849786  ,14.57136154
350  ,78.396      ,6.37936497  ,-1.44948363  ,14.57136154
351  ,76.825      ,6.17047787  ,-0.73807955  ,14.57136154
352  ,84.607      ,11.27556419  ,-3.68550348  ,15.33827591
353  ,84.131      ,10.55502701  ,-3.86030388  ,15.33827591
354  ,83.560      ,9.81442928  ,-3.89558244  ,15.33827591
355  ,82.896      ,9.08053970  ,-3.79006505  ,15.33827591
356  ,82.138      ,8.37988091  ,-3.54756451  ,15.33827591
357  ,81.281      ,7.73777723  ,-3.17684579  ,15.33827591
358  ,80.315      ,7.17743635  ,-2.69130731  ,15.33827591
359  ,79.221      ,6.71911049  ,-2.10849786  ,15.33827591
360  ,77.976      ,6.37936497  ,-1.44948363  ,15.33827591
361  ,76.540      ,6.17047787  ,-0.73807955  ,15.33827591
362  ,83.746      ,11.27556419  ,-3.68550348  ,16.10518837
363  ,83.329      ,10.55502701  ,-3.86030388  ,16.10518837
364  ,82.818      ,9.81442928  ,-3.89558244  ,16.10518837
365  ,82.218      ,9.08053970  ,-3.79006505  ,16.10518837
366  ,81.527      ,8.37988091  ,-3.54756451  ,16.10518837
367  ,80.742      ,7.73777723  ,-3.17684579  ,16.10518837
368  ,79.859      ,7.17743635  ,-2.69130731  ,16.10518837
369  ,78.865      ,6.71911049  ,-2.10849786  ,16.10518837
370  ,77.749      ,6.37936497  ,-1.44948363  ,16.10518837
371  ,76.498      ,6.17047787  ,-0.73807955  ,16.10518837
372  ,82.988      ,11.27556419  ,-3.68550348  ,16.87210274
373  ,82.623      ,10.55502701  ,-3.86030388  ,16.87210274
374  ,82.171      ,9.81442928  ,-3.89558244  ,16.87210274
375  ,81.632      ,9.08053970  ,-3.79006505  ,16.87210274
376  ,81.013      ,8.37988091  ,-3.54756451  ,16.87210274
377  ,80.307      ,7.73777723  ,-3.17684579  ,16.87210274
378  ,79.516      ,7.17743635  ,-2.69130731  ,16.87210274
379  ,78.637      ,6.71911049  ,-2.10849786  ,16.87210274
380  ,77.666      ,6.37936497  ,-1.44948363  ,16.87210274
381  ,76.609      ,6.17047787  ,-0.73807955  ,16.87210274
382  ,82.326      ,11.27556419  ,-3.68550348  ,17.63901711
383  ,82.009      ,10.55502701  ,-3.86030388  ,17.63901711
384  ,81.611      ,9.81442928  ,-3.89558244  ,17.63901711
385  ,81.134      ,9.08053970  ,-3.79006505  ,17.63901711
386  ,80.586      ,8.37988091  ,-3.54756451  ,17.63901711
387  ,79.960      ,7.73777723  ,-3.17684579  ,17.63901711
388  ,79.265      ,7.17743635  ,-2.69130731  ,17.63901711
389  ,78.502      ,6.71911049  ,-2.10849786  ,17.63901711
390  ,77.675      ,6.37936497  ,-1.44948363  ,17.63901711
391  ,76.800      ,6.17047787  ,-0.73807955  ,17.63901711
392  ,81.753      ,11.27556419  ,-3.68550348  ,18.40592957
393  ,81.478      ,10.55502701  ,-3.86030388  ,18.40592957
394  ,81.130      ,9.81442928  ,-3.89558244  ,18.40592957
395  ,80.714      ,9.08053970  ,-3.79006505  ,18.40592957
396  ,80.233      ,8.37988091  ,-3.54756451  ,18.40592957
397  ,79.689      ,7.73777723  ,-3.17684579  ,18.40592957
398  ,79.087      ,7.17743635  ,-2.69130731  ,18.40592957
399  ,78.434      ,6.71911049  ,-2.10849786  ,18.40592957
400  ,77.741      ,6.37936497  ,-1.44948363  ,18.40592957
401  ,77.026      ,6.17047787  ,-0.73807955  ,18.40592957
402  ,81.261      ,11.27556419  ,-3.68550348  ,19.17284393
403  ,81.023      ,10.55502701  ,-3.86030388  ,19.17284393
404  ,80.724      ,9.81442928  ,-3.89558244  ,19.17284393
405  ,80.363      ,9.08053970  ,-3.79006505  ,19.17284393
406  ,79.945      ,8.37988091  ,-3.54756451  ,19.17284393
407  ,79.476      ,7.73777723  ,-3.17684579  ,19.17284393
408  ,78.961      ,7.17743635  ,-2.69130731  ,19.17284393
409  ,78.410      ,6.71911049  ,-2.10849786  ,19.17284393
410  ,77.833      ,6.37936497  ,-1.44948363  ,19.17284393
411  ,77.252      ,6.17047787  ,-0.73807955  ,19.17284393
412  ,78.155      ,11.94999981  ,3.37749910  ,19.17284393
413  ,78.121      ,11.94999981  ,3.37749910  ,18.40592957
414  ,78.129      ,11.94999981  ,3.37749910  ,17.63901711
415  ,78.204      ,11.94999981  ,3.37749910  ,16.87210274
416  ,78.403      ,11.94999981  ,3.37749910  ,16.10518837
417  ,78.789      ,11.94999981  ,3.37749910  ,15.33827496
418  ,79.456      ,11.94999981  ,3.37749910  ,14.57136154
